"","Species","Range_size_km","Bill_Nares","Bill_Width","Bill_Depth","Tarsus_Length","Secondary1","Wing_Chord","Hand.Wing.Index..Claramunt.2011.","Tail_Length","Mass","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial"
"1517","Myrmotherula_multostriata",5416649.00605226,8.5575,3.2475,3.18,14.095,43.9425,48.75,9.86235119,26.75,8,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"1518","Myzornis_pyrrhoura",423370.267139719,8.45,3.025,2.525,22.95,48.5,58.5,17.09835818,46.25,11.9,60,0,0,0,0,0,20,20,0,0,0,0,0,80,20,0,0
"303","Nandayus_nenday",1070877.73452988,23.85,12.575,23.275,16.725,97.5,182.25,46.50079295,179.5,128,0,0,0,0,0,0,30,0,30,40,0,0,100,0,0,0,0
"1519","Nasica_longirostris",6313197.80705402,59.1225,7.34625,8.005,27.355,110.3,135.815,18.75100713,129.3333333,92,90,0,10,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"1520","Nectarinia_afra",796932.267557118,20.56,3.52,3.06,17.94,52.18,62,15.74603948,50.3,11.1,60,0,0,0,0,0,0,40,0,0,0,0,0,20,40,20,20
"304","Nectarinia_amethystina",5989444.07335894,17.15,3.2,3.1,14.7,52.25,60,12.91825197,39,13.66,50,0,0,0,0,0,0,50,0,0,0,0,0,20,40,40,0
"305","Nectarinia_asiatica",7396527.60826449,14.525,3.65,3.375,14.35,43.675,53.125,17.7876848,35.25,8.1,40,0,0,0,0,0,30,30,0,0,0,0,20,20,20,20,20
"1521","Nectarinia_famosa",2540221.6028383,25.825,3.9,3.175,15.8,55.35,69.125,19.75444875,92.25,14.36,40,0,10,0,0,0,0,50,0,0,0,0,20,50,10,0,20
"306","Nectarinia_jugularis",10509544.2784095,14.85,3.3,2.8,14.175,40.5,49.25,17.69066301,29.75,8.99,40,0,0,0,0,0,30,30,0,0,0,0,0,60,20,20,0
"1522","Nectarinia_mariquensis",4856306.00542615,16.725,3.325,3.425,16.5,51.575,64.125,19.48332916,46.875,11.47,40,0,0,0,0,0,0,60,0,0,0,0,0,0,30,50,20
"307","Nectarinia_sperata",4495196.07168933,11.775,2.9125,2.5125,11.9875,38.4125,47.375,18.86918549,28.5,6.4,30,0,0,0,0,0,20,30,20,0,0,0,0,20,40,40,0
"308","Nectarinia_talatala",3947305.13774382,17,3.325,2.625,16.475,45.175,53.625,15.75835868,38.75,8.09,80,0,0,0,0,0,0,20,0,0,0,0,0,40,40,20,0
"309","Nemosia_pileata",10609160.8118541,8.9725,4.30625,5.251764706,17.11705882,54.76454545,68.56588235,20.16657927,47.51352941,16,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"1523","Neochelidon_tibialis",5628334.13962212,3.9325,3.5175,2.3925,9.8825,49.51,87.5,43.11503759,53,10.6,100,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0
"1524","Neomorphus_squamiger",2863975.33653337,28.17,11.99,14.88,61.21,143.35,164,12.59146341,260,355.03,50,0,30,0,0,10,0,0,10,0,0,0,100,0,0,0,0
"1525","Neopelma_chrysolophum",298849.600333918,7.7425,4.1725,3.633333333,16.8475,51.875,66.5,22.0141003,54,16.02,50,0,0,0,0,0,50,0,0,0,0,0,0,50,50,0,0
"1526","Neopelma_pallescens",3362058.00375657,8.575,4.971666667,4.652666667,15.158125,63.07428571,72.35125,17.73721558,59.41,18.2,80,0,0,0,0,0,20,0,0,0,0,0,0,50,50,0,0
"1527","Neophron_percnopterus",20757595.1565268,33,10.25,13.35,77,255,491,48.07027589,249.75,2082,10,20,0,10,0,60,0,0,0,0,0,0,100,0,0,0,0
"1528","Neothraupis_fasciata",2801715.00313048,10.525,5.025,7.25,22.575,59.425,70.875,16.17827096,60.75,26.8,80,0,0,0,0,0,10,0,10,0,0,0,60,20,20,0,0
"1529","Neoxolmis_rufiventris",1407083.53490553,13.25,5.875,5.55,35.9,86.55,147,41.06920991,88.125,77,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1530","Nilaus_afer",14743246.9498067,10.35,4.5,5.65,20.319,58.775,75.9,22.26976496,49.6,19.06,100,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0
"1531","Niltava_davidi",2851523.2698528,8.625,3.675,4.025,20.425,70.875,90.75,21.8825521,67.5,25.15,50,0,0,0,0,0,50,0,0,0,0,0,0,100,0,0,0
"1532","Niltava_grandis",3038304.27006149,10.35,4.875,4.95,19.925,76.025,94.75,19.75640767,86.25,30.3,50,0,10,0,0,0,40,0,0,0,0,0,0,50,50,0,0
"1533","Niltava_macgrigoriae",2627386.06960236,6.1,3.65,3.175,16.796,52.925,64,16.34040579,52.4,11.95,80,0,0,0,0,0,20,0,0,0,0,0,0,100,0,0,0
"1534","Ninox_philippensis",809384.334237697,11.57529412,6.461764706,11.32705882,29.6,119.7858824,172.975,27.80169434,90.49,127.89,50,50,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0
"1535","Ninox_scutulata",10634064.9452153,13.46647059,7.613529412,12.58823529,27.38823529,135.6011765,211.0176471,35.518663,112.84,191,60,20,20,0,0,0,0,0,0,0,0,0,30,0,20,20,30
"1536","Nisaetus_nipalensis",4445387.80496701,27.9875,13.0125,23.5625,101.625,317.625,424.625,25.11348615,284.125,3004.99,0,80,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1537","Nisaetus_philippensis",697315.734112478,25.29,12.234,20.752,90.938,264.99,354.6,25.2639591,250.6,1168,0,100,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0
"1538","Nonnula_rubecula",6363006.07377635,15.825,5.675,6.275,14.65,50.975,65.5,22.18312285,59,18.4,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"1539","Notharchus_swainsoni",1245206.66805799,27.05,13.975,12.825,17.4,76.35,108.5,29.60594405,85.5,60.72,80,0,0,0,10,0,0,0,0,10,0,0,33,33,33,0,0
"1540","Notharchus_tectus",6661855.67411027,17.82875,8.575,9.49,13.03857143,53.01625,72.015,26.35819986,52.59,26.8,100,0,0,0,0,0,0,0,0,0,0,0,0,20,20,60,0
"1541","Nothura_maculosa",6786376.34091606,8.6,5.675,5.405,33.27333333,92.575,124.9883333,27.33551998,47,257.48,40,0,0,0,0,0,30,0,30,0,0,0,100,0,0,0,0
"310","Nucifraga_caryocatactes",23945324.2267553,36.15,11.05,13.8625,38.4,146.65,192.875,23.8766622,132.625,182.51,30,10,0,0,0,0,0,0,60,0,0,0,40,20,20,20,0
"1542","Numida_meleagris",17706838.8197848,17.55,11.75,13.875,69.125,195.475,248,21.1122201,124.5,1299,30,0,0,0,0,0,10,0,20,40,0,0,100,0,0,0,0
"1543","Nyctibius_aethereus",6113964.74016474,11.75,6.625,6.35,10.55,211.3,341,38.04968576,306.5,440.45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0
"1544","Nyctibius_grandis",15726960.2175726,16.375,7.225,7.925,16.775,211.25,375.25,43.9684834,244.75,547,90,10,0,0,0,0,0,0,0,0,0,0,0,10,60,10,20
"1545","Nyctibius_griseus",15477918.883961,11.9,5.475,6.203333333,10.425,142.9683333,254,43.83778098,179.3333333,172.04,100,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10
"1546","Nyctibius_jamaicensis",1855357.93540641,10.875,6.125,6.775,16.2,143,290,50.68813485,208.25,266.04,100,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10
"1547","Nyctibius_leucopterus",4121634.07127194,8.29,7.1625,3.5,10.4225,102.9875,184.25,44.10022034,123,86.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10
"1548","Nyctidromus_albicollis",16100522.21799,7.2375,4.5625,3.383333333,21.128,95.56,150.298,35.75796349,139.546,57.84,100,0,0,0,0,0,0,0,0,0,0,0,40,30,20,0,10
"1549","Nyctiphrynus_ocellatus",4619716.73849513,6.55,3.075,2.923333333,15.60833333,82.55,125.4333333,35.11868228,111.9166667,39.6,100,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,70
"1550","Nyctiprogne_leucopyga",6238485.40697054,4.3,2.125,2.275,12.5,68.275,135.75,49.58584542,86.25,27.3,100,0,0,0,0,0,0,0,0,0,0,10,30,10,40,0,10
"1551","Nystalus_chacuru",5192511.80580181,22.525,7.675,11.025,18.1,59.9,80.5,25.55233799,60,52.3,70,0,30,0,0,0,0,0,0,0,0,0,33,33,33,0,0
"1552","Nystalus_striolatus",3673359.67077106,22.575,8.55,11.85,19.05,67.625,86,21.4754226,67.5,47,80,0,20,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"1553","Ocyceros_birostris",2602481.9362412,80.025,23.05,29.1,48.975,160.5,204.25,21.44529833,247,375,0,10,10,0,0,0,80,0,0,0,0,0,20,10,40,20,10
"1554","Odontophorus_capueira",2316084.40258786,11.65,7.375,12.975,37.275,130.05,145.25,10.45892372,74.75,425.4,0,0,0,0,0,0,80,0,20,0,0,0,100,0,0,0,0
"1555","Odontophorus_gujanensis",8816063.20985062,11.17833333,7.941666667,11.21,37.39666667,122.815,141.5833333,13.30067667,70.66666667,314.06,50,0,0,0,0,0,20,0,30,0,0,0,100,0,0,0,0
"1556","Oena_capensis",21442458.8239587,7.35,1.8,2.55,14.4,62.15,102.375,39.26103197,123,40.6,10,0,0,0,0,0,0,0,90,0,0,0,80,20,0,0,0
"1557","Oenanthe_chrysopygia",4134086.13795252,10.7,3.55,3.975,25.7,69.625,91,23.47904074,60,22.7,70,0,10,0,0,0,10,0,10,0,0,0,80,10,10,0,0
"1558","Oenanthe_deserti",14743246.9498067,10.79,3.415,3.1925,24.9825,63.25,91.5,30.87081793,67.75,19.84,90,0,0,0,0,0,0,0,10,0,0,0,50,20,20,10,0
"311","Oenanthe_isabellina",14606274.2163204,10.875,4,4.1,30.775,70.3,93.5,24.69248759,57,29.4,70,0,0,0,10,0,0,0,20,0,0,0,100,0,0,0,0
"1559","Oenanthe_leucura",2228919.93582381,12.075,4.075,4.45,26.75,72.675,92.5,21.45229186,66,41,70,0,10,0,0,0,10,0,0,10,0,0,100,0,0,0,0
"1560","Oenanthe_monticola",1992330.66889279,12.775,4.25,4.575,30.175,81.1,106.75,23.92893692,74.75,33.1,80,0,0,0,0,0,0,0,0,20,0,0,80,10,10,0,0
"312","Oenanthe_picata",8903227.67661468,9.55,3.625,3.85,23.875,67.625,89.75,24.67317814,66.5,21.59,90,0,0,0,0,0,10,0,0,0,0,0,100,0,0,0,0
"1561","Oenanthe_pileata",7222198.67473637,11.8,4.475,4.825,32.372,73.8,93.4,21.49349048,61,26.8,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"313","Onychognathus_morio",5055539.07231543,17.275,6.5,9.625,33.525,113.325,149,23.93928438,138.875,132.9,20,0,10,0,0,10,40,10,10,0,0,0,20,30,30,20,0
"1562","Onychorhynchus_coronatus",6885992.8743607,13.75583333,7.385833333,4.528333333,15.45884615,58.015,74.2,21.18605199,57.95454545,14,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"1563","Onychorhynchus_swainsoni",174328.933528119,17.225,8.375,4.825,16.625,71.7,86.5,17.03768727,69,17,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"1564","Opisthocomus_hoazin",8467405.34279438,15.7,10.1,13.65,55.425,275.325,323,14.76297274,284.75,696,0,0,0,0,0,0,0,0,0,100,0,0,0,20,80,0,0
"1565","Oporornis_formosus",2863975.33653337,8.575,3.425,4.05,22.42,49.975,66.9,24.94534509,50.4,14,80,0,0,0,0,0,10,0,10,0,0,0,80,20,0,0,0
"314","Oporornis_tolmiei",1618768.66847539,7.677,3.027,3.298,20.968,44.45,57.65,22.93424273,52,10.4,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"1566","Orchesticus_abeillei",361109.933736819,11.425,7.95,9.275,22.725,69.925,86.75,19.40511204,80.25,31.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"1567","Oreortyx_pictus",996165.334446397,8.725,6.6,8.025,33.525,89.825,131.25,31.61412309,68.5,233,0,0,0,0,0,0,20,0,40,40,0,0,80,20,0,0,0
"315","Oreoscoptes_montanus",2415700.93603251,12.05,4.45,5.625,29.66,72.35,97.6,25.98317858,96.4,44.2,80,0,0,0,0,0,10,0,10,0,0,0,100,0,0,0,0
"1568","Oreotrochilus_leucopleurus",821836.400918277,19.025,2.325,2.275,7.85,27.45,68,59.62691339,47,8.15,10,0,0,0,0,0,0,90,0,0,0,0,0,90,10,0,0
"316","Oriolus_chinensis",7060321.80788883,25.35,9.225,11.375,24.9,116.75,150.75,22.50822626,107.25,82.6,20,10,0,0,10,0,60,0,0,0,0,0,20,10,30,40,0
"317","Oriolus_larvatus",7807445.80872363,18.75,6.6,7.525,23.26,96.825,132.94,28.54130543,91.2,66.1,40,0,0,0,0,0,40,10,10,0,0,0,10,20,30,40,0
"1569","Oriolus_tenuirostris",1519152.13503075,23.875,7.125,8.65,23.475,96.5,142.875,32.46386605,92.25,81.38,30,0,0,0,0,0,40,30,0,0,0,0,20,10,30,40,0
"1570","Oriolus_traillii",2727002.603047,21.75,7,8.225,24.15,108.875,147.375,26.13313045,113,73.66,30,0,0,0,0,0,40,30,0,0,0,0,0,0,30,70,0
"1571","Oriolus_xanthornus",5864923.40655314,19.7625,7.2,7.7625,23.025,97.1375,133,26.9861565,86.4375,56.3,20,0,0,0,0,0,70,10,0,0,0,0,20,10,30,40,0
"1572","Oriturus_superciliosus",585247.133987258,10.325,5.75,8.025,24.85,66.825,79.25,15.69795949,66.5,41.4,40,0,0,0,0,0,20,0,30,10,0,0,70,30,0,0,0
"1573","Ornithion_inerme",7807445.80872363,5.69,3.15,3.13,12.90833333,34.6875,42.68,18.83844795,30.395,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0
"1574","Ortalis_canicollis",1519152.13503075,13.96777778,8.737777778,9.945555556,59.88888889,206.1277778,235.6666667,13.14876499,248.3333333,539,20,0,0,0,0,0,30,0,10,40,0,0,20,0,40,40,0
"1575","Ortalis_guttata",6425266.40717924,11.74529412,7.563529412,9.552222222,57.95486486,177.2270588,203.5894737,12.02394042,238.1839474,547.72,0,0,0,0,0,0,90,0,10,0,0,0,0,0,50,50,0
"318","Ortalis_superciliaris",709767.800793057,10.962,6.258,7.7,47.934,153.154,174.6,12.28942928,203.4,578.6,0,0,0,0,0,0,60,0,0,40,0,0,20,0,40,40,0
"319","Ortalis_vetula",1145590.13461335,12.15,6.725,8.725,60.975,172.15,194.25,11.43402018,222.275,562.6,0,0,0,0,0,0,60,0,0,40,0,0,0,0,50,50,0
"1576","Orthogonys_chloricterus",361109.933736818,13.05,5.775,7.425,24.225,69.1,90.75,23.8436016,79.25,40,60,0,0,0,0,0,40,0,0,0,0,0,0,0,100,0,0
"1577","Orthopsittaca_manilata",8143651.60909929,27.665,17,30.76625,21.55875,143.33625,236.625,39.28232509,213.125,372,0,0,0,0,0,0,100,0,0,0,0,0,0,0,40,60,0
"1578","Orthotomus_castaneiceps",336205.800375659,11.15,3.3075,3.18,21.445,46.1875,51.125,9.605082901,49.625,12.84,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"1579","Orthotomus_cuculatus",3860140.67097976,9.05,3.175,2.55,18.95,37.275,42.875,13.06238736,44.25,5.9,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"1580","Orthotomus_derbianus",199233.066889279,11.225,3.05,3,19.625,43.875,47.75,8.126118716,44.75,10.7,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"320","Orthotomus_sutorius",8865871.47657294,8.625,2.575,2.5125,18.6625,41.375,46.25,10.61962388,47.4375,7.5,90,0,0,0,0,0,0,10,0,0,0,0,33,33,33,0,0
"1581","Ortygospiza_atricollis",7956870.60889059,6.45,4.025,5.25,13.975,40.975,49.875,17.85139422,29.25,10.6,20,0,0,0,0,0,0,0,60,20,0,0,100,0,0,0,0
"1582","Oryzoborus_angolensis",13124478.2813313,9.458,7.886470588,9.979,15.30368421,47.75294118,56.95473684,15.26775287,50.66444444,13,0,0,0,0,0,0,20,0,60,20,0,0,60,40,0,0,0
"1583","Otis_tarda",4358223.33820295,32.05,16.475,20.175,134.475,307.75,536.25,42.64567562,221.6,6759.92,40,10,10,0,0,0,0,0,0,40,0,0,80,20,0,0,0
"321","Otus_bakkamoena",3660907.60409048,11.55,6.075,10.875,31.225,106.5,146.75,27.42941604,73,146.3,80,10,10,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"1584","Otus_flammeolus",1307467.00146089,7.935,5.9925,9.0625,21.685,92.04,133,30.7820641,61.25,59.9,100,0,0,0,0,0,0,0,0,0,0,0,40,20,20,20,0
"1585","Otus_lettia",5491361.40613574,12,6.625,10.55,33.825,116,155.75,25.56417656,77.75,142.33,80,10,10,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"1586","Otus_megalotis",697315.734112476,14.0675,7.69375,12.95714286,38.09636364,129.72,166.9628571,22.17038867,75.79625,178.4,100,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"1587","Otus_scops",10708777.3452988,9.275,4.825,8.6,26.575,96.25,147.25,34.69915861,65.5,92,80,10,10,0,0,0,0,0,0,0,0,0,80,10,10,0,0
"1588","Otus_semitorques",3536386.93728468,11.975,6.8,12.075,37.025,122.75,179,31.42165136,89.5,121.53,70,20,10,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"1589","Otus_spilocephalus",5292128.33924646,9.55,5.1,9.15,26.7,105,140.75,25.46493589,75.5,67.5,80,20,0,0,0,0,0,0,0,0,0,0,40,50,10,0,0
"1590","Otus_sunia",7732733.40864015,9.925,6.025,8.95,24.375,101,143.25,29.50640865,61,78.09,80,10,10,0,0,0,0,0,0,0,0,0,30,20,20,30,0
"1591","Oxyruncus_cristatus",3137920.80350613,3.425,2.975,2.475,13.07,39.225,115,67.33313275,43.8,42,20,0,0,0,0,0,80,0,0,0,0,0,0,0,60,40,0
"1592","Pachyramphus_aglaiae",2017234.80225394,11.325,6.725,6.4,18.6,68.875,86.25,20.12650147,64.75,29.69,50,0,0,0,0,0,30,0,20,0,0,0,0,50,50,0,0
"1593","Pachyramphus_castaneus",7209746.60805579,9.6,6.211428571,5.080714286,18.23142857,62.37166667,73.92857143,18.2653675,59.42857143,19.5,90,0,0,0,0,0,10,0,0,0,0,0,0,0,100,0,0
"1594","Pachyramphus_marginatus",7496144.14170913,10.13375,6.865,5.215,18.36777778,53.67333333,66.88888889,21.80000667,49,18.4,50,0,0,0,0,0,50,0,0,0,0,0,0,0,100,0,0
"1595","Pachyramphus_minor",7658021.00855667,13.4825,8.365,7.59375,20.53555556,70.96,88.88888889,20.281566,63.88888889,36.6,50,0,0,0,0,0,50,0,0,0,0,0,0,50,50,0,0
"1596","Pachyramphus_polychopterus",15789220.5509755,10.53625,7.115,5.639230769,17.38285714,58.7275,72.135,20.81775856,56.71142857,20.8,50,0,0,0,0,0,50,0,0,0,0,0,0,0,100,0,0
"1597","Pachyramphus_rufus",5180059.73912123,9.99875,6.605,5.35625,17.82555556,54.0725,70.44444444,20.76896369,50.33333333,18.8,70,0,0,0,0,0,30,0,0,0,0,0,0,0,100,0,0
"1598","Pachyramphus_validus",7259554.8747781,13.77,9.186666667,7.766,19.651,74.291,95.071,21.82089961,67.659,43,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"322","Pachyramphus_viridis",6163773.00688706,9.91,7.84,5.458333333,17.74571429,57.24333333,69.05285714,19.47554374,55.46142857,21,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"1599","Padda_oryzivora",4408031.60492527,11.9,8.6,9.975,18.193,53.375,69.2,22.50232438,48.4,24.8,10,0,0,0,0,0,0,0,90,0,0,0,50,50,0,0,0
"323","Pandion_haliaetus",65385802.1397207,27.7375,17.2125,19.475,48.3125,253,457.75,44.94289785,197.5,1483.2,0,0,0,100,0,0,0,0,0,0,40,60,0,0,0,0,0
"324","Panurus_biarmicus",17345728.886048,5.825,3.175,3.4,18.95,46.9,60,21.81132677,81.25,13.82,60,0,0,0,0,0,0,0,40,0,0,0,40,60,0,0,0
"1600","Panyptila_cayennensis",10646517.0118959,3.814,3.39,2.204,9.088,37.272,118.48,68.54516863,51.2,21.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,90
"325","Parabuteo_unicinctus",12364902.2138159,21.375,11.4,16.875,81.9,223.25,323,30.8297921,218.5,850.28,0,90,10,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1601","Paradoxornis_nipalensis",1182946.3346551,4.05,3.425,5.05,17.325,40.75,47.625,14.43598798,58.5,5.47,40,0,0,0,0,0,0,0,30,30,0,0,0,50,50,0,0
"326","Paradoxornis_webbianus",5404196.93937168,5.375,3.5,5.775,19.475,43.275,50.25,13.89353818,58.5,10.9,20,0,0,0,0,0,20,0,20,40,0,0,0,80,20,0,0
"1602","Paroaria_capitata",3187729.07022845,8.975,4.6,5.7,20.975,68.85,79.625,13.50097043,79.25,22.3,60,0,0,0,0,0,20,0,0,20,0,0,0,80,20,0,0
"327","Paroaria_coronata",3187729.07022845,10.525,6,8.475,25.342,81.2,98.5,17.54212092,84.8,37.79,60,0,0,0,0,0,20,0,0,20,0,0,20,80,0,0,0
"1603","Paroaria_gularis",5503813.47281632,9.8075,4.74125,5.899625,21.55555556,65.9475,79.96222222,17.8854717,64.18,23.6,60,0,0,0,0,0,20,0,0,20,0,0,30,60,10,0,0
"1604","Parula_americana",2154207.53574033,7.593571429,3.117857143,3.075,17.28230769,38.1275,57.14285714,29.17343257,44.64285714,7.84,70,0,0,0,0,0,10,10,10,0,0,0,0,0,20,80,0
"328","Parula_pitiayumi",11244216.2125637,7.571818182,2.995454545,3.077333333,15.67571429,41.31888889,51.24733333,20.87649513,41.70142857,6.82,70,0,0,0,0,0,20,0,0,10,0,0,0,0,0,100,0
"1605","Parula_superciliosa",1021069.46780756,8.61375,3.319375,3.58375,16.396875,46.875,62.4375,24.69551282,53.28125,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"329","Parus_ater",30134001.3670033,6.3,3.075,3.675,15.075,47.15,59.625,20.92307692,45.5,9.2,40,0,0,0,0,10,0,10,20,20,0,0,100,0,0,0,0
"330","Parus_caeruleus",12439614.6138994,5.75,3.075,4.175,15.375,50.25,65.25,22.85164671,51.25,13.3,50,0,0,0,0,0,20,10,20,0,0,0,10,30,30,30,0
"1606","Parus_cinctus",14232712.215903,7.65,3.35,4.15,14.775,53.9,67,19.55104158,65.75,11.4,60,0,0,0,0,10,0,0,30,0,0,0,0,0,70,30,0
"1607","Parus_cinerascens",2477961.2694354,9.15,3.775,5.2,18.175,65,79.25,17.93670732,59,20,60,0,0,0,0,0,20,0,20,0,0,0,0,0,100,0,0
"331","Parus_cristatus",8305528.47594683,6.975,2.625,3.15,16.65,49.35,61.5,19.759038,50.5,11.04,60,0,0,0,0,0,20,0,20,0,0,0,10,10,20,60,0
"1608","Parus_elegans",809384.334237697,7.425,3.975,4.075,16.625,52.55,61.25,14.20374384,38.5,12.83,70,0,0,0,0,0,10,0,20,0,0,0,0,50,50,0,0
"1609","Parus_lugubris",2764358.80308874,8.625,5.025,5.2,19.525,62.6,73.5,14.85040839,64.5,15.8,80,0,0,0,0,0,0,0,20,0,0,0,20,60,20,0,0
"332","Parus_major",42162697.7804426,7.975,3.83125,4.2875,16.8875,54.05625,66.5,18.68693301,59.96875,16.25,40,0,0,0,0,10,20,10,20,0,0,0,0,20,60,20,0
"333","Parus_montanus",27680944.2309292,6.925,2.9,3.675,16.575,51.4,62.6875,17.99324939,54,11.1,60,0,0,0,0,0,20,0,20,0,0,0,0,20,80,0,0
"1610","Parus_monticolus",2814167.06981106,7.7,3.525,3.9,16.625,55.875,66.25,15.66479173,55.25,13.95,50,0,0,0,0,0,20,0,20,10,0,0,0,30,30,40,0
"334","Parus_palustris",12962601.4144838,6.7,3.275,4.075,16.6,51.45,63.25,18.64509221,56.25,11.14,50,0,0,0,0,0,20,0,20,10,0,0,0,20,80,0,0
"1611","Parus_teneriffae",1207850.46801626,7.1625,3.3375,3.8625,17.4375,51.4875,60.0625,14.27460628,50.0625,11.67,50,0,0,0,0,0,20,10,20,0,0,0,0,33,33,33,0
"1612","Parus_varius",1743289.33528119,8.725,4.55,4.75,18.525,59.225,73.75,19.71385151,51.625,17,70,0,0,0,0,0,10,0,20,0,0,0,0,0,40,60,0
"335","Parus_xanthogenys",1830453.80204525,8.2,3.85,4.6,17.1,58.6875,71,17.33394568,55.125,14.76,60,0,0,0,0,0,20,10,0,10,0,0,0,20,80,0,0
"336","Passer_diffusus",4831401.87206499,8.625,5.95,7.225,18.875,62.375,80.875,22.88155161,62.5,24.2,30,0,0,0,0,0,10,10,30,20,0,0,100,0,0,0,0
"337","Passer_domesticus",92992033.9705624,9.489166667,6.603333333,7.798333333,18.565,54.7125,74.875,26.88364752,58.08333333,26.51,10,0,0,0,0,0,0,0,60,30,0,0,50,50,0,0,0
"1613","Passer_hispaniolensis",10048817.811228,9.8,6.05,8.075,19.825,55.9,74.75,25.23582904,57,24.2,20,0,0,0,0,0,0,0,60,20,0,0,50,50,0,0,0
"338","Passer_melanurus",2727002.603047,9,6.75,8.25,18.875,57,75,23.92395106,57.5,29.5,10,0,0,0,0,0,0,0,70,20,0,0,50,50,0,0,0
"339","Passer_montanus",49086046.8548439,8.1625,5.475,6.7125,15.9875,50.3,65.1875,22.83723871,49.1875,21.39,40,0,0,0,0,0,0,0,60,0,0,0,33,33,33,0,0
"1614","Passer_motitensis",2179111.66910149,9.825,6.65,8.025,19.25,62.925,75.625,16.78943068,51.25,30.16,30,0,0,0,0,0,0,0,70,0,0,0,50,50,0,0,0
"340","Passer_pyrrhonotus",909000.867682337,7.625,5.65,6.575,16.475,49.4,65.5,24.57463393,50.5,21.95,10,0,0,0,0,10,0,0,60,20,0,0,50,50,0,0,0
"1615","Passer_rutilans",4943470.47219021,9.125,6.25,7.2,17.05,46.675,68.25,31.53067654,50.75,18.46,30,0,0,0,0,0,10,0,60,0,0,0,50,50,0,0,0
"341","Passerculus_sandwichensis",7209746.60805577,8.3,4.125,5.425,20.7,55.175,72.75,24.106621,51.25,19.97,40,0,0,0,0,0,20,0,30,10,0,0,80,10,10,0,0
"1616","Passerella_iliaca",5429101.07273283,8.5,5.2,7.525,24.66,61.9,84.4,26.07694269,68.6,33.25,40,0,0,0,0,0,20,0,20,20,0,0,90,10,0,0,0
"342","Passerina_amoena",734671.934154216,7.2,4.623,6.149,16.822,53.23,69.3,23.12871457,52.7,15.49,50,0,0,0,0,0,0,0,50,0,0,0,50,50,0,0,0
"343","Passerina_caerulea",3175277.00354787,10.59666667,7.083333333,8.824166667,19.21583333,62.83916667,79,19.81789504,63.25,27.39,40,0,0,0,0,0,20,0,30,10,0,0,100,0,0,0,0
"1617","Passerina_ciris",2627386.06960236,7.69125,4.85625,6.4375,19.03875,53.49625,68.125,21.47891534,54.4375,15.54,0,0,0,0,0,0,0,0,100,0,0,0,50,50,0,0,0
"344","Passerina_cyanea",2863975.33653337,7.697333333,5.161333333,6.17,17.5375,49.806,64.53125,22.61699306,49.8125,14.69,0,0,0,0,0,0,0,0,100,0,0,0,40,40,20,0,0
