SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Scientific,Species,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment
28,Nonpasseriformes,Struthioniformes,Struthionidae,Ostriches,2,BL3,Struthio camelus,Struthio_camelus,Ostrich,10,0,0,0,10,0,0,0,30,50,PlantSeed,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,111000,Dunning08,1,,
37,Nonpasseriformes,Rheiformes,Rheidae,Rheas,3,BL3,Rhea americana,Rhea_americana,Greater Rhea,20,10,10,0,0,0,20,0,20,20,Omnivore,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,23000,Dunning08,1,,
38,Nonpasseriformes,Rheiformes,Rheidae,Rheas,3,BL3,Rhea pennata,Rhea_pennata,Lesser Rhea,20,0,0,0,10,0,0,0,30,40,PlantSeed,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,23900,Dunning08,1,,
45,Nonpasseriformes,Casuariiformes,Casuariidae,Cassowaries,4,BL3,Casuarius casuarius,Casuarius_casuarius,Southern Cassowary,10,0,0,0,10,0,80,0,0,0,FruiNect,Ref_1,A,Jennifer,0,0,80,20,0,0,0,0,Ref_1,1,Jessica,0,44000,Dunning08,1,,
46,Nonpasseriformes,Casuariiformes,Casuariidae,Cassowaries,4,BL3,Casuarius bennetti,Casuarius_bennetti,Dwarf Cassowary,10,0,0,0,10,0,80,0,0,0,FruiNect,Ref_1,B,Jennifer,0,0,80,20,0,0,0,0,Ref_1,1,Jessica,0,34999.99,Dunning08,1,,
47,Nonpasseriformes,Casuariiformes,Casuariidae,Cassowaries,4,BL3,Casuarius unappendiculatus,Casuarius_unappendiculatus,Northern Cassowary,20,0,0,0,10,0,60,0,0,10,FruiNect,Ref_1,A,Jennifer,0,0,80,20,0,0,0,0,Ref_1,1,Jessica,0,46073.85,Dunning08,1,,
48,Nonpasseriformes,Casuariiformes,Dromaiidae,Emus,5,BL3,Dromaius novaehollandiae,Dromaius_novaehollandiae,Emu,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_1,A,Jennifer,0,0,20,80,0,0,0,0,Ref_1,1,Jessica,0,34093.25,Dunning08,1,,
55,Nonpasseriformes,Apterygiformes,Apterygidae,Kiwis,6,BL3,Apteryx australis,Apteryx_australis,Southern Brown Kiwi,80,0,0,0,0,0,10,0,0,10,Invertebrate,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,1,2320.51,Dunning08,1,,
57,Nonpasseriformes,Apterygiformes,Apterygidae,Kiwis,6,BL3,Apteryx owenii,Apteryx_owenii,Little Spotted Kiwi,80,0,0,0,0,0,10,0,0,10,Invertebrate,Ref_1,A,Jennifer,0,0,80,20,0,0,0,0,Ref_1,1,Jessica,1,1238.29,Dunning08,1,,
58,Nonpasseriformes,Apterygiformes,Apterygidae,Kiwis,6,BL3,Apteryx haastii,Apteryx_haastii,Great Spotted Kiwi,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_1,A,Jennifer,0,0,80,20,0,0,0,0,Ref_1,1,Jessica,1,2022.68,Dunning08,1,,
65,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamus tao,Tinamus_tao,Grey Tinamou,10,0,0,0,0,0,40,0,30,20,Omnivore,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,1600.1,Dunning08,1,,
66,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamus solitarius,Tinamus_solitarius,Solitary Tinamou,20,0,0,0,0,0,40,0,20,20,Omnivore,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,1386.41,Dunning08,1,,
67,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamus osgoodi,Tinamus_osgoodi,Black Tinamou,0,0,0,0,0,0,50,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,1285,Dunning08,1,,
68,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamus major,Tinamus_major,Great Tinamou,20,0,10,0,0,0,40,0,30,0,Omnivore,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,1026.21,Dunning08,1,,
69,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamus guttatus,Tinamus_guttatus,White-throated Tinamou,20,0,0,0,20,0,60,0,0,0,FruiNect,Ref_1,B,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,686.18,Dunning08,1,,
70,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothocercus bonapartei,Nothocercus_bonapartei,Highland Tinamou,30,0,0,0,20,0,50,0,0,0,Omnivore,Ref_1,B,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,763,Dunning08,1,,
71,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothocercus julius,Nothocercus_julius,Tawny-breasted Tinamou,30,0,0,0,20,0,30,0,20,0,Omnivore,Ref_1,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,674.5,GenAvg,0,,
72,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothocercus nigrocapillus,Nothocercus_nigrocapillus,Hooded Tinamou,0,0,0,0,0,0,0,0,100,0,PlantSeed,Ref_1,B,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,586,PrimScale,1,MarceloR,
73,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus berlepschi,Crypturellus_berlepschi,Berlepsch's Tinamou,30,0,0,0,0,0,20,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,516.83,Dunning08,1,,
74,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus cinereus,Crypturellus_cinereus,Cinereous Tinamou,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,506.63,Dunning08,1,,
75,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus soui,Crypturellus_soui,Little Tinamou,20,0,0,0,0,0,40,0,20,20,Omnivore,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,216.16,Dunning08,1,,
76,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus ptaritepui,Crypturellus_ptaritepui,Tepui Tinamou,30,0,0,0,0,0,20,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,411.51,GenAvg,0,,
77,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus obsoletus,Crypturellus_obsoletus,Brown Tinamou,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,443.4,Dunning08,1,,
78,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus cinnamomeus,Crypturellus_cinnamomeus,Thicket Tinamou,30,0,10,0,0,0,30,0,30,0,Omnivore,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,422,Dunning08,1,,
80,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus undulatus,Crypturellus_undulatus,Undulated Tinamou,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,564.42,Dunning08,1,,
81,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus transfasciatus,Crypturellus_transfasciatus,Pale-browed Tinamou,30,0,0,0,0,0,20,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,283,Dunning08,1,,
82,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus strigulosus,Crypturellus_strigulosus,Brazilian Tinamou,30,0,0,0,0,0,20,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,430.58,Dunning08,1,,
83,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus boucardi,Crypturellus_boucardi,Slaty-breasted Tinamou,20,0,0,0,0,0,40,0,40,0,Omnivore,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,435.62,Dunning08,1,,
84,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus kerriae,Crypturellus_kerriae,Choco Tinamou,30,0,0,0,0,0,20,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,411.51,GenAvg,0,,
85,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus erythropus,Crypturellus_erythropus,Red-legged Tinamou,30,0,0,0,0,0,20,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,485,Dunning08,1,,
87,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus duidae,Crypturellus_duidae,Grey-legged Tinamou,30,0,0,0,0,0,20,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,426,Dunning08,1,,
88,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus noctivagus,Crypturellus_noctivagus,Yellow-legged Tinamou,30,0,0,0,0,0,0,0,30,40,PlantSeed,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,561.99,Dunning08,1,,
89,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus atrocapillus,Crypturellus_atrocapillus,Black-capped Tinamou,30,0,0,0,0,0,20,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,453,Dunning08,1,,
90,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus variegatus,Crypturellus_variegatus,Variegated Tinamou,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,378,Dunning08,1,,
91,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus brevirostris,Crypturellus_brevirostris,Rusty Tinamou,30,0,0,0,0,0,20,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,411.51,GenAvg,0,,
92,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus bartletti,Crypturellus_bartletti,Bartlett's Tinamou,30,0,0,0,0,0,20,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,241,Dunning08,1,,
93,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus parvirostris,Crypturellus_parvirostris,Small-billed Tinamou,40,0,0,0,0,0,0,0,60,0,PlantSeed,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,198.99,Dunning08,1,,
94,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus casiquiare,Crypturellus_casiquiare,Barred Tinamou,30,0,0,0,0,0,20,0,40,10,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,411.51,GenAvg,0,,
95,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus tataupa,Crypturellus_tataupa,Tataupa Tinamou,50,0,0,0,0,0,0,0,30,20,Omnivore,Ref_1,A,Jennifer,0,0,50,50,0,0,0,0,Ref_1,1,Jessica,0,218.8,Dunning08,1,,
96,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Rhynchotus rufescens,Rhynchotus_rufescens,Red-winged Tinamou,40,0,0,0,10,0,0,0,30,20,Omnivore,Ref_1,A,Jennifer,0,0,80,20,0,0,0,0,Ref_1,1,Other,0,843.47,Dunning08,1,,
98,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothoprocta taczanowskii,Nothoprocta_taczanowskii,Taczanowski's Tinamou,40,0,0,0,0,0,10,0,20,30,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,475.31,GenAvg,0,,
100,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothoprocta ornata,Nothoprocta_ornata,Ornate Tinamou,20,0,0,0,0,0,10,0,20,50,PlantSeed,Ref_1,A,Jennifer,0,0,60,40,0,0,0,0,Ref_1,1,Jessica,0,619.27,Dunning08,1,,
101,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothoprocta pentlandii,Nothoprocta_pentlandii,Andean Tinamou,20,0,0,0,0,0,10,0,20,50,PlantSeed,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,300.73,Dunning08,1,,
102,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothoprocta cinerascens,Nothoprocta_cinerascens,Brushland Tinamou,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_1,A,Jennifer,0,0,80,20,0,0,0,0,Ref_1,1,Jessica,0,523.89,Dunning08,1,,
103,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothoprocta perdicaria,Nothoprocta_perdicaria,Chilean Tinamou,40,0,0,0,0,0,10,0,20,30,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,458,Dunning08,1,,
104,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothoprocta curvirostris,Nothoprocta_curvirostris,Curve-billed Tinamou,40,0,0,0,0,0,10,0,20,30,Omnivore,Ref_1,D1,Jennifer,0,0,80,20,0,0,0,0,Genus,0,Walter,0,376,Dunning08,1,,
105,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothura darwinii,Nothura_darwinii,Darwin's Nothura,50,0,0,0,0,0,0,0,40,10,Omnivore,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,244.58,Dunning08,1,,
106,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothura chacoensis,Nothura_chacoensis,Chaco Nothura,40,0,0,0,0,0,20,0,40,0,Omnivore,Ref_1,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,226.08,GenAvg,0,,
107,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothura maculosa,Nothura_maculosa,Spotted Nothura,40,0,0,0,0,0,30,0,30,0,Omnivore,Ref_1,A,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,257.48,Dunning08,1,,
108,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothura minor,Nothura_minor,Lesser Nothura,40,0,0,0,0,0,20,0,40,0,Omnivore,Ref_1,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,165.8,Dunning08,1,,
109,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothura boraquira,Nothura_boraquira,White-bellied Nothura,40,0,0,0,0,0,20,0,40,0,Omnivore,Ref_1,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,283,Dunning08,1,,
110,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Taoniscus nanus,Taoniscus_nanus,Dwarf Tinamou,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_1,A,Jennifer,0,0,80,20,0,0,0,0,Ref_1,1,Jessica,0,43,Dunning08,1,,
111,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Eudromia elegans,Eudromia_elegans,Elegant Crested-tinamou,30,0,0,0,0,0,0,0,40,30,PlantSeed,Ref_1,A,Jennifer,0,0,80,20,0,0,0,0,Ref_1,1,Other,0,702.9,Dunning08,1,,
112,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Eudromia formosa,Eudromia_formosa,Quebracho Crested-tinamou,30,0,0,0,0,0,0,0,40,30,PlantSeed,Ref_1,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,772.93,PrimScale,1,MarceloR,
113,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamotis pentlandii,Tinamotis_pentlandii,Puna Tinamou,0,0,0,0,0,0,0,0,40,60,PlantSeed,Ref_1,B,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,650,Dunning08,1,,
114,Nonpasseriformes,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamotis ingoufi,Tinamotis_ingoufi,Patagonian Tinamou,0,0,0,0,0,0,0,0,40,60,PlantSeed,Ref_1,D1,Jennifer,0,0,60,40,0,0,0,0,Ref_1,1,Jessica,0,730,PrimScale,1,MarceloR,
137,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis vetula,Ortalis_vetula,Plain Chachalaca,0,0,0,0,0,0,60,0,0,40,FruiNect,Ref_2,A,Jennifer,0,0,0,0,50,50,0,0,Ref_2,1,Jessica,0,562.6,Dunning08,1,,
138,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis cinereiceps,Ortalis_cinereiceps,Grey-headed Chachalaca,0,0,0,0,0,0,80,0,0,20,FruiNect,Ref_2,A,Jennifer,0,0,20,0,40,40,0,0,Ref_2,1,Jessica,0,493,Dunning08,1,,
139,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis garrula,Ortalis_garrula,Chestnut-winged Chachalaca,0,0,0,0,0,0,60,0,0,40,FruiNect,Ref_2,D1,Jennifer,0,0,0,0,50,50,0,0,Ref_2,1,Jessica,0,532,Dunning08,1,,
140,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis ruficauda,Ortalis_ruficauda,Rufous-vented Chachalaca,0,0,0,0,0,0,60,0,0,40,FruiNect,Ref_2,A,Jennifer,0,0,20,0,40,40,0,0,Ref_2,1,Jessica,0,586.24,Dunning08,1,,
142,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis erythroptera,Ortalis_erythroptera,Rufous-headed Chachalaca,0,0,0,0,0,0,50,0,0,50,Omnivore,Ref_2,C,Jennifer,0,0,20,0,40,40,0,0,Ref_2,1,Jessica,0,632,Dunning08,1,,
143,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis wagleri,Ortalis_wagleri,Rufous-bellied Chachalaca,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_2,A,Jennifer,0,0,0,0,50,50,0,0,Ref_2,1,Jessica,0,833.99,Dunning08,1,,
144,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis poliocephala,Ortalis_poliocephala,West Mexican Chachalaca,0,0,0,0,0,0,30,0,30,40,PlantSeed,Ref_2,A,Jennifer,0,0,0,0,50,50,0,0,Ref_2,1,Jessica,0,760,Dunning08,1,,
145,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis canicollis,Ortalis_canicollis,Chaco Chachalaca,20,0,0,0,0,0,30,0,10,40,Omnivore,Ref_2,A,Jennifer,0,0,20,0,40,40,0,0,Ref_2,1,Jessica,0,539,Dunning08,1,,
146,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis leucogastra,Ortalis_leucogastra,White-bellied Chachalaca,10,0,0,0,0,0,70,0,0,20,FruiNect,Ref_2,A,Jennifer,0,0,10,10,80,0,0,0,Ref_2,1,Other,0,495.82,Dunning08,1,,
147,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis guttata,Ortalis_guttata,Speckled Chachalaca,0,0,0,0,0,0,90,0,10,0,FruiNect,Ref_2,B,Jennifer,0,0,0,0,50,50,0,0,Ref_2,1,Jessica,0,547.72,Dunning08,1,,
148,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis motmot,Ortalis_motmot,Little Chachalaca,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_2,A,Jennifer,0,0,33,0,33,33,0,0,Ref_2,1,Jessica,0,520,Dunning08,1,,
149,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis superciliaris,Ortalis_superciliaris,Buff-browed Chachalaca,0,0,0,0,0,0,60,0,0,40,FruiNect,Ref_2,D1,Jennifer,0,0,20,0,40,40,0,0,Genus,0,Walter,0,578.6,GenAvg,0,,
150,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope argyrotis,Penelope_argyrotis,Band-tailed Guan,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_2,A,Jennifer,0,0,20,0,40,40,0,0,Ref_2,1,Jessica,0,806.71,Dunning08,1,,
151,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope barbata,Penelope_barbata,Bearded Guan,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_2,A,Jennifer,0,0,33,0,33,33,0,0,Ref_2,1,Jessica,0,1179.66,GenAvg,0,,
152,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope ortoni,Penelope_ortoni,Baudo Guan,0,0,0,0,0,0,80,0,0,20,FruiNect,Ref_2,D1,Jennifer,0,0,20,0,50,30,0,0,Genus,0,Walter,0,1179.66,GenAvg,0,,
153,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope montagnii,Penelope_montagnii,Andean Guan,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_2,A,Jennifer,0,0,0,0,100,0,0,0,Ref_2,1,Jessica,0,706,Dunning08,1,,
154,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope marail,Penelope_marail,Marail Guan,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_2,A,Jennifer,0,0,20,0,40,40,0,0,Ref_2,1,Jessica,0,879.67,Dunning08,1,,
155,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope superciliaris,Penelope_superciliaris,Rusty-margined Guan,10,0,0,0,0,0,90,0,0,0,FruiNect,Ref_2,A,Jennifer,0,0,33,0,33,33,0,0,Ref_2,1,Jessica,0,894.99,Dunning08,1,,
156,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope dabbenei,Penelope_dabbenei,Red-faced Guan,0,0,0,0,0,0,80,0,0,20,FruiNect,Ref_2,D1,Jennifer,0,0,0,0,70,30,0,0,Ref_2,1,Jessica,0,1230,Dunning08,1,,
157,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope purpurascens,Penelope_purpurascens,Crested Guan,10,0,0,0,0,0,70,0,0,20,FruiNect,Ref_2,A,Jennifer,0,0,20,0,40,40,0,0,Ref_2,1,Jessica,0,2060,Dunning08,1,,
158,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope perspicax,Penelope_perspicax,Cauca Guan,0,0,0,0,0,0,80,0,0,20,FruiNect,Ref_2,D1,Jennifer,0,0,0,0,80,20,0,0,Ref_2,1,Jessica,0,1179.66,GenAvg,0,,
159,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope albipennis,Penelope_albipennis,White-winged Guan,0,0,0,0,0,0,50,0,0,50,Omnivore,Ref_2,A,Jennifer,0,0,0,0,50,50,0,0,Ref_2,1,Jessica,0,1750,Dunning08,1,,
160,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope jacquacu,Penelope_jacquacu,Spix's Guan,0,0,0,0,0,0,80,0,20,0,FruiNect,Ref_2,A,Jennifer,0,0,0,0,60,40,0,0,Ref_2,1,Other,0,1487.9,Dunning08,1,,
161,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope obscura,Penelope_obscura,Dusky-legged Guan,0,0,0,0,0,0,80,0,0,20,FruiNect,Ref_2,D1,Jennifer,0,0,30,30,30,10,0,0,Ref_2,1,Other,0,1770,Dunning08,1,,
162,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope pileata,Penelope_pileata,White-crested Guan,0,0,0,0,0,0,80,0,0,20,FruiNect,Ref_2,D1,Jennifer,0,0,20,0,50,30,0,0,Genus,0,Walter,0,1249.79,Dunning08,1,,
163,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope ochrogaster,Penelope_ochrogaster,Chestnut-bellied Guan,0,0,0,0,0,0,70,0,0,30,FruiNect,Ref_2,C,Jennifer,0,0,20,0,50,30,0,0,Genus,0,Walter,0,1179.66,GenAvg,0,,
164,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope jacucaca,Penelope_jacucaca,White-browed Guan,0,0,0,0,0,0,80,0,0,20,FruiNect,Ref_2,D1,Jennifer,0,0,20,0,40,40,0,0,Ref_2,1,Jessica,0,1282,PrimScale,1,,
165,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Pipile pipile,Pipile_pipile,Trinidad Piping-guan,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_2,A,Jennifer,0,0,0,0,50,50,0,0,Ref_2,1,Jessica,0,1816.59,Dunning08,1,,
166,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Pipile cumanensis,Pipile_cumanensis,Blue-throated Piping-guan,10,0,0,0,0,0,80,0,0,10,FruiNect,Ref_2,A,Jennifer,0,0,0,0,30,70,0,0,Ref_2,1,Other,0,1239.22,Dunning08,1,,
167,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Pipile cujubi,Pipile_cujubi,Red-throated Piping-guan,10,0,0,0,0,0,60,0,20,10,FruiNect,Ref_2,D1,Jennifer,0,0,20,0,40,40,0,0,Genus,0,Walter,0,1195.82,Dunning08,1,,
168,Nonpasseriformes,Galliformes,Cracidae,Guans and curassows,8,BL3,Pipile jacutinga,Pipile_jacutinga,Black-fronted Piping-guan,10,0,0,0,0,0,70,0,10,10,FruiNect,Ref_2,A,Jennifer,0,0,20,0,40,40,0,0,Ref_2,1,Jessica,0,1240.96,Dunning08,1,,
