SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Scientific,Species,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment
12718,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Catharopeza bishopi,Catharopeza_bishopi,Whistling Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,60,20,20,0,0,Ref_29,1,Jessica,0,15.1,Dunning08,1,,
12719,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Mniotilta varia,Mniotilta_varia,Black-and-white Warbler,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,60,20,0,0,Ref_29,1,Jessica,0,10.9,Dunning08,1,,
12720,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Setophaga ruticilla,Setophaga_ruticilla,American Redstart,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,0,80,20,0,0,Ref_29,1,Jessica,0,8.24,Dunning08,1,,
12721,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Protonotaria citrea,Protonotaria_citrea,Prothonotary Warbler,70,0,0,0,0,0,10,10,10,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,80,0,0,0,Ref_29,1,Jessica,0,14.3,Dunning08,1,,
12722,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Helmitheros vermivorum,Helmitheros_vermivorum,Worm-eating Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,30,70,0,0,0,Ref_29,1,Jessica,0,14.16,Dunning08,1,,
12723,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Limnothlypis swainsonii,Limnothlypis_swainsonii,Swainson's Warbler,90,0,10,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,50,50,0,0,0,0,Ref_29,1,Jessica,0,18.9,Dunning08,1,,
12724,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Seiurus aurocapilla,Seiurus_aurocapilla,Ovenbird,70,0,10,0,0,0,10,0,10,0,Invertebrate,Ref_15,A,Jennifer,0,0,80,20,0,0,0,0,Ref_29,1,Jessica,0,18.8,Dunning08,1,,
12725,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Seiurus noveboracensis,Seiurus_noveboracensis,Northern Waterthrush,90,0,0,10,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,80,20,0,0,0,0,Ref_29,1,Jessica,0,16.3,Dunning08,1,,
12727,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Seiurus motacilla,Seiurus_motacilla,Louisiana Waterthrush,80,0,10,10,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,50,50,0,0,0,0,Ref_29,1,Jessica,0,19.9,Dunning08,1,,
12728,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Oporornis formosus,Oporornis_formosus,Kentucky Warbler,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_15,A,Jennifer,0,0,80,20,0,0,0,0,Ref_29,1,Jessica,0,14,Dunning08,1,,
12729,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Oporornis agilis,Oporornis_agilis,Connecticut Warbler,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,80,20,0,0,0,0,Ref_29,1,Jessica,0,13.3,Dunning08,1,,
12730,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Oporornis philadelphia,Oporornis_philadelphia,Mourning Warbler,90,0,0,0,0,0,0,0,0,10,Invertebrate,Ref_15,A,Jennifer,0,0,50,50,0,0,0,0,Ref_29,1,Jessica,0,11.74,Dunning08,1,,
12731,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Oporornis tolmiei,Oporornis_tolmiei,MacGillivray's Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,50,50,0,0,0,0,Ref_29,1,Jessica,0,10.4,Dunning08,1,,
12741,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Geothlypis nelsoni,Geothlypis_nelsoni,Hooded Yellowthroat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,11,Dunning08,1,,
12735,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Geothlypis beldingi,Geothlypis_beldingi,Belding's Yellowthroat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,B,Jennifer,0,0,0,80,20,0,0,0,Ref_29,1,Jessica,0,15.7,Dunning08,1,,
12736,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Geothlypis flavovelata,Geothlypis_flavovelata,Altamira Yellowthroat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,B,Jennifer,0,0,33,33,33,0,0,0,Ref_29,1,Jessica,0,10.9,Dunning08,1,,
12737,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Geothlypis rostrata,Geothlypis_rostrata,Bahama Yellowthroat,50,0,10,0,0,0,40,0,0,0,Omnivore,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,16.1,Dunning08,1,,
12738,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Geothlypis semiflava,Geothlypis_semiflava,Olive-crowned Yellowthroat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,B,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,17.2,Dunning08,1,,
12739,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Geothlypis speciosa,Geothlypis_speciosa,Black-polled Yellowthroat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,B,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,10.8,Dunning08,1,,
12746,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Geothlypis poliocephala,Geothlypis_poliocephala,Grey-crowned Yellowthroat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,20,80,0,0,0,0,Ref_29,1,Jessica,0,14.6,Dunning08,1,,
12742,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Geothlypis aequinoctialis,Geothlypis_aequinoctialis,Masked Yellowthroat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,13.1,PrimScale,1,,
12743,Passeriformes,Passeriformes,Parulidae,New World warblers,171,IOC27,Geothlypis chiriquensis,Geothlypis_chiriquensis,Chiriqui Yellowthroat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,13.76,PrimScale,1,,
12744,Passeriformes,Passeriformes,Parulidae,New World warblers,171,IOC27,Geothlypis auricularis,Geothlypis_auricularis,Black-lored Yellowthroat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,13.76,PrimScale,1,,
12745,Passeriformes,Passeriformes,Parulidae,New World warblers,171,IOC27,Geothlypis velata,Geothlypis_velata,Southern Yellowthroat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,13.1,Dunning08,1,,
12733,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Geothlypis trichas,Geothlypis_trichas,Common Yellowthroat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,80,20,0,0,0,Ref_29,1,Jessica,0,9.54,Dunning08,1,,
12747,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Microligea palustris,Microligea_palustris,Green-tailed Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,B,Jennifer,0,0,100,0,0,0,0,0,Ref_29,1,Jessica,0,13.2,Dunning08,1,,
12748,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Teretistris fernandinae,Teretistris_fernandinae,Yellow-headed Warbler,90,0,10,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,80,0,0,0,Ref_29,1,Jessica,0,9.9,Dunning08,1,,
12749,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Teretistris fornsi,Teretistris_fornsi,Oriente Warbler,80,0,10,0,0,0,10,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,9.7,Dunning08,1,,
12750,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Leucopeza semperi,Leucopeza_semperi,Semper's Warbler,40,0,0,0,0,0,20,0,30,10,Omnivore,Ref_15,D2,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,19.75,PrimScale,1,MarceloR,
12751,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Wilsonia citrina,Wilsonia_citrina,Hooded Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,10.54,Dunning08,1,,
12752,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Wilsonia pusilla,Wilsonia_pusilla,Wilson's Warbler,80,0,0,0,0,0,10,10,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,80,0,0,0,Ref_29,1,Jessica,0,6.96,Dunning08,1,,
12753,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Wilsonia canadensis,Wilsonia_canadensis,Canada Warbler,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,60,40,0,0,0,Ref_29,1,Jessica,0,10.04,Dunning08,1,,
12754,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Cardellina rubrifrons,Cardellina_rubrifrons,Red-faced Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,0,100,0,0,0,Ref_29,1,Jessica,0,8.1,Dunning08,1,,
12755,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Ergaticus ruber,Ergaticus_ruber,Red Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,70,30,0,0,0,Ref_29,1,Jessica,0,8.1,Dunning08,1,,
12756,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Ergaticus versicolor,Ergaticus_versicolor,Pink-headed Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,10,Dunning08,1,,
12758,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus miniatus,Myioborus_miniatus,Slate-throated Redstart,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,0,100,0,0,0,Ref_29,1,Jessica,0,9,Dunning08,1,,
12757,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus pictus,Myioborus_pictus,Painted Redstart,80,0,0,0,0,0,0,20,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,9.79,Dunning08,1,,
12759,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus castaneocapilla,Myioborus_castaneocapilla,Tepui Redstart,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,70,30,0,0,0,Ref_29,1,Jessica,0,10.92,Dunning08,1,,
12760,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus pariae,Myioborus_pariae,Paria Redstart,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,80,0,0,0,Ref_29,1,Jessica,0,17.99,PrimScale,1,MarceloR,
12761,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus brunniceps,Myioborus_brunniceps,Brown-capped Redstart,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,80,0,0,0,Ref_29,1,Jessica,0,9.2,Dunning08,1,,
12762,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus albifacies,Myioborus_albifacies,White-faced Redstart,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,D1,Jennifer,0,0,0,70,30,0,0,0,Ref_29,1,Jessica,0,15.32,GenAvg,0,,
12763,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus cardonai,Myioborus_cardonai,Saffron-breasted Redstart,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,D1,Jennifer,0,0,0,70,30,0,0,0,Ref_29,1,Jessica,0,17.99,PrimScale,1,MarceloR,
12765,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus torquatus,Myioborus_torquatus,Collared Redstart,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,25,25,25,25,0,Ref_29,1,Jessica,0,10.5,Dunning08,1,,
12766,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus melanocephalus,Myioborus_melanocephalus,Spectacled Redstart,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,0,80,0,0,Ref_29,1,Jessica,0,11.3,Dunning08,1,,
12767,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus ornatus,Myioborus_ornatus,Golden-fronted Redstart,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,0,100,0,0,0,Ref_29,1,Jessica,0,11.7,Dunning08,1,,
12768,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus albifrons,Myioborus_albifrons,White-fronted Redstart,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,0,20,80,0,0,Ref_29,1,Jessica,0,19.75,PrimScale,1,MarceloR,
12769,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Myioborus flavivertex,Myioborus_flavivertex,Yellow-crowned Redstart,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,0,60,40,0,0,Ref_29,1,Jessica,0,17.99,PrimScale,1,MarceloR,
12770,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Euthlypis lachrymosa,Euthlypis_lachrymosa,Fan-tailed Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,50,50,0,0,0,0,Ref_29,1,Jessica,0,25.6,Dunning08,1,,
12771,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus fraseri,Basileuterus_fraseri,Grey-and-gold Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,80,0,0,0,Ref_29,1,Jessica,0,11.6,Dunning08,1,,
12772,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus bivittatus,Basileuterus_bivittatus,Two-banded Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,80,0,0,0,Ref_29,1,Jessica,0,14.6,Dunning08,1,,
12773,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus chrysogaster,Basileuterus_chrysogaster,Golden-bellied Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,20,70,10,0,0,0,Ref_29,1,Jessica,0,11.2,Dunning08,1,,
12774,Passeriformes,Passeriformes,Parulidae,New World warblers,171,IOC27,Basileuterus chlorophrys,Basileuterus_chlorophrys,Choco Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,20,70,10,0,0,0,Ref_29,1,Jessica,0,13.04,GenAvg,0,,
12775,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus signatus,Basileuterus_signatus,Pale-legged Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,11.3,Dunning08,1,,
12776,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus luteoviridis,Basileuterus_luteoviridis,Citrine Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,80,0,0,0,Ref_29,1,Jessica,0,12.92,Dunning08,1,,
12777,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus nigrocristatus,Basileuterus_nigrocristatus,Black-crested Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,13.64,Dunning08,1,,
12778,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus griseiceps,Basileuterus_griseiceps,Grey-headed Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,B,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,13.04,GenAvg,0,,
12779,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus basilicus,Basileuterus_basilicus,Santa Marta Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,80,20,0,0,0,Ref_29,1,Jessica,0,13.04,GenAvg,0,,
12780,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus cinereicollis,Basileuterus_cinereicollis,Grey-throated Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,D1,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,13.04,GenAvg,0,,
12781,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus conspicillatus,Basileuterus_conspicillatus,White-lored Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,B,Jennifer,0,0,0,70,30,0,0,0,Ref_29,1,Jessica,0,13.04,GenAvg,0,,
12782,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus coronatus,Basileuterus_coronatus,Russet-crowned Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,70,30,0,0,0,Ref_29,1,Jessica,0,16.3,Dunning08,1,,
12789,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus belli,Basileuterus_belli,Golden-browed Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,B,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,10.7,Dunning08,1,,
12785,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus trifasciatus,Basileuterus_trifasciatus,Three-banded Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,70,30,0,0,0,Ref_29,1,Jessica,0,9.7,Dunning08,1,,
12786,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus hypoleucus,Basileuterus_hypoleucus,White-bellied Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,B,Jennifer,0,0,0,60,40,0,0,0,Ref_29,1,Jessica,0,11.4,Dunning08,1,,
12783,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus culicivorus,Basileuterus_culicivorus,Golden-crowned Warbler,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,70,30,0,0,0,Ref_29,1,Jessica,0,10.5,Dunning08,1,,
12787,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus rufifrons,Basileuterus_rufifrons,Rufous-capped Warbler,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,10.4,Dunning08,1,,
12790,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus melanogenys,Basileuterus_melanogenys,Black-cheeked Warbler,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,11.8,Dunning08,1,,
12791,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus ignotus,Basileuterus_ignotus,Pirre Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,10,90,0,0,0,Ref_29,1,Jessica,0,10.89,Dunning08,1,,
12792,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus tristriatus,Basileuterus_tristriatus,Three-striped Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,12.03,Dunning08,1,,
12793,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus leucoblepharus,Basileuterus_leucoblepharus,White-browed Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,50,50,0,0,0,0,Ref_29,1,Jessica,0,15.1,Dunning08,1,,
12794,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus leucophrys,Basileuterus_leucophrys,White-striped Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,100,0,0,0,0,0,Ref_29,1,Jessica,0,18.1,Dunning08,1,,
12795,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Basileuterus flaveolus,Basileuterus_flaveolus,Flavescent Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,60,40,0,0,0,0,Ref_29,1,Jessica,0,13.19,Dunning08,1,,
12796,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Phaeothlypis fulvicauda,Phaeothlypis_fulvicauda,Buff-rumped Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,80,20,0,0,0,0,Ref_29,1,Jessica,0,14.9,Dunning08,1,,
12797,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Phaeothlypis rivularis,Phaeothlypis_rivularis,Neotropical River Warbler,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,80,20,0,0,0,0,Ref_29,1,Jessica,0,13.5,Dunning08,1,,
12798,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Zeledonia coronata,Zeledonia_coronata,Wrenthrush,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,60,40,0,0,0,0,Ref_29,1,Jessica,0,21,Dunning08,1,,
12799,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Icteria virens,Icteria_virens,Yellow-breasted Chat,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,24.89,Dunning08,1,,
12800,Passeriformes,Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",194,BL3,Granatellus venustus,Granatellus_venustus,Red-breasted Chat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,B,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,10.8,Dunning08,1,,
12801,Passeriformes,Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",194,BL3,Granatellus sallaei,Granatellus_sallaei,Grey-throated Chat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,30,40,30,0,0,0,Ref_29,1,Other,0,9.9,Dunning08,1,,
12802,Passeriformes,Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",194,BL3,Granatellus pelzelni,Granatellus_pelzelni,Rose-breasted Chat,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,0,100,0,0,0,Ref_29,1,Jessica,0,11.2,Dunning08,1,,
12803,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,Xenoligea montana,Xenoligea_montana,White-winged Warbler,80,0,0,0,0,0,0,0,20,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,50,50,0,0,0,Ref_29,1,Jessica,0,23.28,PrimScale,1,MarceloR,
12807,Passeriformes,Passeriformes,Coerebidae,Bananaquit,191,BL3,Coereba flaveola,Coereba_flaveola,Bananaquit,30,0,0,0,0,0,0,70,0,0,FruiNect,Ref_16,A,Jennifer,0,0,0,80,20,0,0,0,Ref_33,1,Christian,0,10.01,Dunning08,1,,
12809,Passeriformes,Passeriformes,Thraupidae,Tanagers,193,BL3,Conirostrum speciosum,Conirostrum_speciosum,Chestnut-vented Conebill,70,0,0,0,0,0,10,0,10,10,Invertebrate,Ref_22,D1,Jennifer,0,0,60,20,20,0,0,0,Ref_33,,,,,,,,
"	1	Christian	0	8.8	Dunning08	1		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12810,Passeriformes,Passeriformes,Thraupidae,Tanagers,193,BL3,Conirostrum leucogenys,Conirostrum_leucogenys,White-eared Conebill,30,0,0,0,0,0,70,0,0,0,FruiNect,Ref_22,A,Jennifer,0,0,60,30,10,0,0,0,Ref_46,1,Christian,0,7,Dunning08,1,,
12811,Passeriformes,Passeriformes,Thraupidae,Tanagers,193,BL3,Conirostrum bicolor,Conirostrum_bicolor,Bicoloured Conebill,50,0,0,0,0,0,0,0,0,50,Omnivore,Ref_22,A,Jennifer,0,0,60,20,20,0,0,0,Ref_33,,,,,,,,
"	1	Christian	0	10.5	Dunning08	1		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12812,Passeriformes,Passeriformes,Thraupidae,Tanagers,193,BL3,Conirostrum margaritae,Conirostrum_margaritae,Pearly-breasted Conebill,70,0,0,0,0,0,10,0,10,10,Invertebrate,Other,D1,,0,0,60,20,20,0,0,0,Ref_33,1,Christian,0,10.17,GenAvg,0,,
12813,Passeriformes,Passeriformes,Thraupidae,Tanagers,193,BL3,Conirostrum cinereum,Conirostrum_cinereum,Cinereous Conebill,50,0,0,0,0,0,50,0,0,0,Omnivore,Ref_22 ,A,Jennifer,0,0,50,50,0,0,0,0,Ref_55,1,Christian,0,8.8,Dunning08,1,,
12814,Passeriformes,Passeriformes,Thraupidae,Tanagers,193,BL3,Conirostrum tamarugense,Conirostrum_tamarugense,Tamarugo Conebill,70,0,0,0,0,0,10,0,10,10,Invertebrate,Ref_22 ,D1,Jennifer,0,0,90,10,0,0,0,0,Ref_55,1,Christian,0,10.5,Dunning08,1,,
12815,Passeriformes,Passeriformes,Thraupidae,Tanagers,193,BL3,Conirostrum ferrugineiventre,Conirostrum_ferrugineiventre,White-browed Conebill,70,0,0,0,0,0,10,0,10,10,Invertebrate,Other,D1,,0,0,90,10,0,0,0,0,Ref_55,1,Christian,0,11.5,Dunning08,1,,
