Jetz species,Jetz_species_modified,Individuals,Count_F,Count_M,Count_U,Bill_TotalCulmen,Bill_Nares,Bill_Width,Bill_Depth,Tarsus_Length,Kipp's_Distance,Secondary1,Wing_Chord,Hand-Wing Index (Claramunt 2011),Tail_Length,Mass,Habitat,Inferred species?,Species inferred from,Inferred traits?,Traits inferred,Species traits inferred from
Pycnonotus xanthorrhous,Pycnonotus_xanthorrhous,4,2,2,0,17.6,9.075,3.975,4.275,19.975,14.175,75.325,89.5,15.81297684,94,26.9,2,NO,,NO,,
Pycnonotus zeylanicus,Pycnonotus_zeylanicus,8,3,2,3,24.8,13.15,5.1,6.9,25.775,12.55,101.7,114.25,10.97559646,104.75,86.25,2,NO,,NO,,
Pycnoptilus floccosus,Pycnoptilus_floccosus,4,0,1,3,14.875,7.25,3.35,3.675,27.85,8.275,59.225,67.5,12.40019202,71.5,28.9,1,NO,,NO,,
Pycnopygius cinereus,Pycnopygius_cinereus,4,2,0,2,25.1,13.2,4.05,5.025,28.2,21.96666667,78.7,100.5,21.88134478,91.5,44.83,1,NO,,NO,,
Pycnopygius ixoides,Pycnopygius_ixoides,5,3,1,1,18.69672227,9.925,3.25,3.975,21.61393928,12.625,68.625,83.07298947,15.47785021,69.62278167,27.58,1,NO,,NO,,
Pycnopygius stictocephalus,Pycnopygius_stictocephalus,6,3,2,1,20.35409677,11.464,4.566,4.902,21.9101582,22.46,83.74,106.4410869,21.09778813,88.66522121,38.5,2,NO,,NO,,
Pygarrhichas albogularis,Pygarrhichas_albogularis,9,2,5,2,21.775,15.92444444,3.172222222,5.07,19.39555556,17.68555556,62.04444444,79.73,22.16751702,56.25,24,1,NO,,NO,,
Pygiptila stellaris,Pygiptila_stellaris,9,5,4,0,22.065,13.73222222,6.362222222,6.806666667,20.04,9.4,67.6,77,12.23205062,40.55555556,24.1,1,NO,,NO,,
Pygochelidon cyanoleuca,Pygochelidon_cyanoleuca,4,2,2,0,9.1,4.175,3.35,2.2,9.575,40.825,47.175,88,46.38452839,44.25,9.7,3,NO,,NO,,
Pygoscelis adeliae,Pygoscelis_adeliae,4,2,2,0,59,24.25,13.675,17.675,31.775,7.2,89.475,96.675,7.451041112,132.25,4847.67,3,NO,,NO,,
Pygoscelis antarcticus,Pygoscelis_antarcticus,4,2,2,0,62.4,34.025,15,20.5,27,4.825,95.675,100.5,4.784884107,128.5,4146.08,3,NO,,NO,,
Pygoscelis papua,Pygoscelis_papua,4,2,2,0,64.8,37.8,12.425,17.05,33.05,6.25,119.825,126.075,4.96962212,122.75,5932.95,3,NO,,NO,,
Pyrenestes minor,Pyrenestes_minor,4,2,2,0,11.325,7.9,5.775,8.25,16.25,9.275,49.975,59.25,15.63319792,53.25,19.45,2,NO,,NO,,
Pyrenestes ostrinus,Pyrenestes_ostrinus,4,2,2,0,15.15,10.875,7.95,11.55,18.475,11.3,54.7,66,17.14070101,52.5,22.35,1,NO,,NO,,
Pyrenestes sanguineus,Pyrenestes_sanguineus,4,2,2,0,13.05,9.725,6.45,9.75,17.75,10.6,50.15,60.75,17.43497708,48.75,19.19,2,NO,,NO,,
Pyriglena atra,Pyriglena_atra,7,3,3,1,17.84857143,10.97,4.5925,5.524285714,27.58,6.97,70.91,76.23142857,8.955896021,71.48,32,1,NO,,NO,,
Pyriglena leuconota,Pyriglena_leuconota,41,16,25,0,19.88212121,11.153,4.6155,5.71195122,29.7497561,6.925833333,68.82416667,75.51853659,9.188773803,76.25365854,32.3,1,NO,,NO,,
Pyriglena leucoptera,Pyriglena_leucoptera,10,3,7,0,18.896,11.55,4,5.287,29.05111111,8.225,71.525,77.798,10.30639598,75.053,28.8,1,NO,,NO,,
Pyrilia aurantiocephala,Pyrilia_aurantiocephala,8,3,3,2,22.1725,18.465,10.41375,16.8875,14.04875,41.82375,111.8925,153.71625,27.2813947,69.075,141.4,1,NO,,NO,,
Pyrilia barrabandi,Pyrilia_barrabandi,4,2,2,0,27.8,20.7,12.25,19.075,16.7,58.525,103.475,162,36.09705787,68.5,140,1,NO,,NO,,
Pyrilia caica,Pyrilia_caica,4,2,1,1,26.425,19,12.025,18.225,14.65,55.45,90.8,146.25,37.97608387,65,132,1,NO,,NO,,
Pyrilia haematotis,Pyrilia_haematotis,4,1,1,2,26.35,19,10.45,18.275,16.25,54.5,99.25,153.75,35.47075028,72,149,1,NO,,NO,,
Pyrilia pulchra,Pyrilia_pulchra,4,2,2,0,27.4,20,10.825,19.45,15.875,54.725,95.275,150,36.50934702,62.33333333,150,1,NO,,NO,,
Pyrilia pyrilia,Pyrilia_pyrilia,4,3,1,0,23.925,16.975,9.775,15.3,14.225,58.225,83.525,141.75,41.07594845,69.5,132.5,1,NO,,NO,,
Pyrilia vulturina,Pyrilia_vulturina,4,1,1,2,25.405,18.84,10.2875,16.8175,14.9175,52.75,97,149.75,35.23431782,68.25,145,1,NO,,NO,,
Pyrocephalus rubinus,Pyrocephalus_rubinus,8,4,4,0,14.7,9.7,5.0625,4,16.35,15.6125,58.0125,73.625,21.18258684,56.3125,14.4,3,NO,,NO,,
Pyroderus scutatus,Pyroderus_scutatus,4,1,3,0,43.1875,26.3175,14.6375,15.9275,43.6525,40.9875,183.7625,224.75,18.23821203,150.7,357,1,NO,,NO,,
Pyrrhocoma ruficeps,Pyrrhocoma_ruficeps,4,2,2,0,15.525,8.9,4.8,5.75,21.225,8.95,54.8,63.75,13.95388316,59.25,15.6,1,NO,,NO,,
Pyrrhocorax graculus,Pyrrhocorax_graculus,4,2,2,0,33.725,22.225,8.175,10.025,43.2,94.8,168.95,263.75,35.92893067,166.75,211,3,NO,,NO,,
Pyrrhocorax pyrrhocorax,Pyrrhocorax_pyrrhocorax,4,2,2,0,50.3,39.825,10.8,11.9,47.775,101.1,164.4,265.5,38.08226878,131,276.68,3,NO,,NO,,
Pyrrholaemus brunneus,Pyrrholaemus_brunneus,4,2,2,0,13.15,7.375,3.05,3.525,20.8,5.9,49.225,55.125,10.6746927,53,12.5,2,NO,,NO,,
Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,16,0,14,2,13.4725,6.984375,4.7975,3.1075,12.055625,17.15,50.85,69.8125,25.20419531,62.71875,9.9,2,NO,,NO,,
Pyrrhoplectes epauletta,Pyrrhoplectes_epauletta,4,2,2,0,14.275,8.875,6.275,7.825,18.8,12.35,63.15,75.5,16.32456987,55.5,19,1,NO,,NO,,
Pyrrhula aurantiaca,Pyrrhula_aurantiaca,4,2,2,0,11.15,7.3,6.725,7.95,15.15,17.225,60.65,77.875,22.13001247,58.25,19.33,1,NO,,NO,,
Pyrrhula erythaca,Pyrrhula_erythaca,4,2,2,0,12.35,7.85,7.175,8.55,17.45,16.725,64.65,81.375,20.56073829,71.875,19,1,NO,,NO,,
Pyrrhula erythrocephala,Pyrrhula_erythrocephala,4,2,2,0,11.275,7.4,7,8.35,16.325,12.875,64.625,77.5,16.61744027,66.75,22.28,1,NO,,NO,,
Pyrrhula leucogenis,Pyrrhula_leucogenis,4,2,0,2,13.925,9.575,8.8,10.45,17.25,13.275,63.725,77,17.25298707,67,19,1,NO,,NO,,
Pyrrhula murina,Pyrrhula_murina,4,2,2,0,12.45,9.825,8.85,10.075,20.6,21.525,63.35,84.875,25.37115967,71,30,2,NO,,NO,,
Pyrrhula nipalensis,Pyrrhula_nipalensis,4,2,2,0,13.8,9.3,8.65,9.975,16.2,17.9,67.225,85.125,21.12384702,74.75,24.6,1,NO,,NO,,
Pyrrhula pyrrhula,Pyrrhula_pyrrhula,5,2,2,1,14.286,8.625,7.95,9.025,18.24,21.7,69.55,91,23.78075729,68.6,24.26,2,NO,,NO,,
Pyrrhura albipectus,Pyrrhura_albipectus,3,2,1,0,21.78666667,16.51333333,11.91333333,19.44,14.80666667,53.36,81.82333333,135.1833333,39.46562434,113.87,103.82,1,NO,,NO,,
Pyrrhura calliptera,Pyrrhura_calliptera,4,1,2,1,24.6,18.175,11.55,19.125,12.75,52.725,81.775,134.5,39.21130015,112.25,75.87,1,NO,,NO,,
Pyrrhura cruentata,Pyrrhura_cruentata,4,1,2,1,22.45,19.1,11.9,22.65,15.725,59.5,88.5,148,40.20462417,131.75,75.87,1,NO,,NO,,
Pyrrhura devillei,Pyrrhura_devillei,4,2,2,0,20.795,16.2825,11.2575,17.0275,14.3875,51.4725,73.5275,125,41.17919227,117.75,75.87,2,NO,,NO,,
Pyrrhura egregia,Pyrrhura_egregia,4,2,2,0,21.675,16.675,10.675,18.95,13.525,53.225,77.775,131,40.6203497,115.25,66.29,1,NO,,NO,,
Pyrrhura frontalis,Pyrrhura_frontalis,4,2,2,0,22.775,17.175,11.85,18.425,12.225,53.375,79.125,132.5,40.27515392,127.5,72,1,NO,,NO,,
Pyrrhura griseipectus,Pyrrhura_griseipectus,4,0,0,4,16.05,12.975,9.05,15,11.675,43.75,66.75,110.5,39.57935171,110,75.87,1,NO,,NO,,
Pyrrhura hoematotis,Pyrrhura_hoematotis,4,1,0,3,18.2,15.525,9.625,18.775,12.975,52.75,72.5,125.25,42.13200297,111.5,68.7,1,NO,,NO,,
Pyrrhura hoffmanni,Pyrrhura_hoffmanni,4,2,2,0,19.325,16.2,11.375,19.325,13.175,52.5,76,128.5,40.85478773,104.75,82.2,1,NO,,NO,,
Pyrrhura lepida,Pyrrhura_lepida,8,2,2,4,20.01625,15.63125,10.1525,16.18625,13.1,48.38375,75.36625,123.75,39.08530754,112.25,75,1,NO,,NO,,
Pyrrhura leucotis,Pyrrhura_leucotis,4,1,1,2,16.125,13.475,8.675,16.1,11.65,47.5,67.25,114.75,41.39592706,106.75,75.87,1,NO,,NO,,
Pyrrhura melanura,Pyrrhura_melanura,18,6,7,5,20.44125,16.15125,10.4725,18.43714286,13.45375,50.56125,73.54375,127.9355556,40.77121631,112.9577778,70.54,1,NO,,NO,,
Pyrrhura molinae,Pyrrhura_molinae,4,2,2,0,22.075,16.65,11.05,18.875,12.625,51.225,80.025,131.25,39.03515444,137,77.09,2,NO,,NO,,
Pyrrhura orcesi,Pyrrhura_orcesi,1,0,1,0,22.4,16.6,11.8,18.1,12.1,49.5,80.5,130,38.07692308,101,70.79,1,NO,,NO,,
Pyrrhura perlata,Pyrrhura_perlata,8,3,4,1,20.15625,17.01,10.95625,17.52125,12.95625,36.00428571,94.04142857,130.0457143,27.68276569,103.5775,74.99,1,NO,,NO,,
Pyrrhura pfrimeri,Pyrrhura_pfrimeri,8,2,2,4,17.41,14.85375,10.34375,16.1975,10.99375,39.27625,79.08375,118.36,33.02201334,116.69375,75.87,1,NO,,NO,,
Pyrrhura picta,Pyrrhura_picta,33,15,16,2,19.40125,15.0590625,9.8421875,17.08076923,13.0169697,47.22060606,71.96727273,119.1878788,39.60725396,110.8444828,62.1,1,NO,,NO,,
Pyrrhura rhodocephala,Pyrrhura_rhodocephala,4,2,2,0,21.025,16.35,10.175,18.3,10.725,50.375,82.125,132.5,38.04353105,107.25,75.87,1,NO,,NO,,
Pyrrhura rupicola,Pyrrhura_rupicola,5,2,3,0,21.288,16.484,11.19,17.918,13.946,45.466,74.734,120.2,37.82018142,114.8,74.99,1,NO,,NO,,
Pyrrhura viridicata,Pyrrhura_viridicata,4,2,2,0,21.7625,16.495,11.3225,18.4675,14.4825,50.82,85.68,136.5,37.23238406,115.75,75.87,1,NO,,NO,,
Pyrrhurus scandens,Pyrrhurus_scandens,4,2,2,0,22.65,12.15,4.925,5.6,23.725,14.65,92.85,107.5,13.61091261,100.5,43.82,2,NO,,NO,,
Pytilia afra,Pytilia_afra,4,2,1,1,11.4,7.325,5.525,5.55,14.9,9.95,50.3,60.25,16.41336264,33,16.6,2,NO,,NO,,
Pytilia hypogrammica,Pytilia_hypogrammica,4,2,2,0,11.825,8.5,5.425,5.3,13.95,8.175,46.325,54.5,14.95508658,32,14.8,2,NO,,NO,,
Pytilia lineata,Pytilia_lineata,4,1,3,0,13.225,8.25,5.55,5.25,16.625,9.975,46.525,56.5,17.66625616,35,14.3,2,NO,,NO,,
Pytilia melba,Pytilia_melba,5,2,2,1,13.46,9.05,4.9,6.025,14.552,5.775,50.725,56.8,10.18955166,46.4,15.4,2,NO,,NO,,
Pytilia phoenicoptera,Pytilia_phoenicoptera,4,2,2,0,11.875,7.725,5.3,5.275,15.375,10.15,45.1,55.25,18.36865681,38.5,14.5,2,NO,,NO,,
Quelea cardinalis,Quelea_cardinalis,4,1,3,0,12.7,8.225,5.275,7.15,16.975,11,46.625,57.625,19.10616852,33.75,12.69,3,NO,,NO,,
Quelea erythrops,Quelea_erythrops,5,2,2,1,15.616,9.675,5.625,7.625,17.256,12.55,47.575,61.3,20.88857661,35.6,19.32,3,NO,,NO,,
Quelea quelea,Quelea_quelea,5,2,2,1,15.094,9.95,5.675,7.825,18.05,16.375,49.375,66.2,24.91199053,39.1,18.59,3,NO,,NO,,
Querula purpurata,Querula_purpurata,8,4,4,0,26.86375,19.51625,12.41875,9.56625,25.19125,30.9125,141.0875,174.625,17.9808084,116.75,107.35,1,NO,,NO,,
Quiscalus lugubris,Quiscalus_lugubris,4,2,2,0,27.025,17.775,5.625,7.9,27.525,25.2,84.3,109.5,23.05652572,87.5,63.03,3,NO,,NO,,
Quiscalus major,Quiscalus_major,4,2,2,0,39.575,28.15,7,10.55,43.875,47.625,111.875,159.5,29.6993501,141.75,151.21,3,NO,,NO,,
Quiscalus mexicanus,Quiscalus_mexicanus,4,2,2,0,42.125,29.3,8.125,12.525,46.775,46.05,126.45,172.5,26.79148356,183.75,160.47,3,NO,,NO,,
Quiscalus nicaraguensis,Quiscalus_nicaraguensis,4,2,2,0,30.825,20.525,5.925,8.35,32.95,25.8,90.45,116.25,22.22010103,119.75,63.36,3,NO,,NO,,
Quiscalus niger,Quiscalus_niger,4,2,2,0,32.9,22.7,6,8.625,33.375,26.775,108.725,135.5,19.70086512,104.25,72.19,3,NO,,NO,,
Quiscalus quiscula,Quiscalus_quiscula,4,2,2,0,31.475,21.75,7.15,10.25,34.425,31.475,92.775,124.25,25.32908046,112,105.18,3,NO,,NO,,
Rallina canningi,Rallina_canningi,4,2,2,0,31.2,16,4.1,7.85,55.275,11.4,137.35,148.75,7.635316198,75.25,119.67,2,NO,,NO,,
Rallina eurizonoides,Rallina_eurizonoides,4,2,2,0,24.975,13.125,3.7,6.425,43.1,28.8,95.45,124.25,23.18810495,61.25,109,1,NO,,NO,,
Rallina fasciata,Rallina_fasciata,4,2,2,0,25.05,12.7,3.475,6.125,37.4,33.45,88.05,121.5,27.51452462,47,100,1,NO,,NO,,
Rallina forbesi,Rallina_forbesi,5,2,3,0,29.56,15.82,4.46,7.54,38.98,6.375,99.125,105.6,5.992034816,53.8,85.13,1,NO,,NO,,
Rallina leucospila,Rallina_leucospila,1,0,0,1,28.3,14.1,3.9,6.9,38.5,7.5,93.5,101,7.425742574,65,120,1,NO,,NO,,
Rallina mayri,Rallina_mayri,4,2,2,0,28.015,15.525,4.9375,7.8375,34.3025,6.886666667,102.4666667,109.3533333,6.29877915,66.735,122.89,1,NO,,NO,,
Rallina rubra,Rallina_rubra,1,1,0,0,24.6,11.7,4.1,6.4,36.5,3.5,80.5,84,4.166666667,53,81,1,NO,,NO,,
Rallina tricolor,Rallina_tricolor,4,2,1,1,32.75,17.275,4.85,8.9,48.775,22.1,112.2333333,134.5,16.30609798,60,178,1,NO,,NO,,
Rallus antarcticus,Rallus_antarcticus,4,4,0,0,32.375,21.975,3.175,5.225,28.825,27.275,63.975,91.25,29.93725495,48.5,60.4,2,NO,,NO,,
Rallus aquaticus,Rallus_aquaticus,8,4,4,0,39.8,26.775,3.4,6.225,37.7875,35.9125,82.0875,118,30.50461335,49.125,110.67,1,NO,,NO,,
Rallus caerulescens,Rallus_caerulescens,4,2,2,0,49.375,32.85,3.875,7.425,38.9,21.9,94.35,116.25,18.84367591,40.75,162.11,2,NO,,NO,,
Rallus elegans,Rallus_elegans,8,4,4,0,60.1875,28.93375,4.095,7.12625,51.3425,37.55625,117.31875,154.875,24.24861861,58.75,313.31,1,NO,,NO,,
Rallus limicola,Rallus_limicola,8,2,4,2,37.8125,24.85,2.8875,5.4125,32.4,26.8375,74.1625,101,26.53698814,38.625,84.1,1,NO,,NO,,
Rallus longirostris,Rallus_longirostris,12,7,3,2,58.99083333,29.69666667,4.720833333,7.623333333,46.75166667,30.52166667,111.8116667,142.3333333,21.32619555,53.08333333,259.35,1,NO,,NO,,
Rallus madagascariensis,Rallus_madagascariensis,4,2,2,0,55.65,42,4.825,7.375,37.65,21.225,84.525,105.75,20.11685274,40,114,2,NO,,NO,,
Rallus semiplumbeus,Rallus_semiplumbeus,4,0,1,3,41.15,28.1,3.6,6.125,37.8,23.975,81.025,105,22.72453869,41.5,160.82,2,NO,,NO,,
Rallus wetmorei,Rallus_wetmorei,1,0,1,0,55,37,4.5,9.2,45.6,23,105,128,17.96875,46,160.82,2,NO,,NO,,
Ramphastos ambiguus,Ramphastos_ambiguus,4,1,2,1,149.25,143.8,36.625,48.275,48.725,17.625,193.125,210.75,8.359196452,155.5,651.68,1,NO,,NO,,
Ramphastos brevis,Ramphastos_brevis,4,1,2,1,126.4,120.375,32.875,42.625,44.325,28.125,168.125,196.25,14.33892654,140.225,412,1,NO,,NO,,
Ramphastos dicolorus,Ramphastos_dicolorus,4,2,2,0,104.35,99.975,30.075,33.425,46.075,26.875,164.875,191.75,14.00877296,181.25,331,1,NO,,NO,,
Ramphastos sulfuratus,Ramphastos_sulfuratus,8,4,4,0,134.9625,132.05,33.8625,45.825,47.375,29.875,172.5,202.375,14.75055594,164.2375,409.69,1,NO,,NO,,
Ramphastos swainsonii,Ramphastos_swainsonii,4,1,1,2,160.75,157,39.875,55.125,52.525,28.1,208.9,237,11.86526956,169,651.68,1,NO,,NO,,
Ramphastos toco,Ramphastos_toco,4,2,2,0,196.5,196.5,40.725,56.3,50.075,56.825,182.925,239.75,23.56979206,159.5,617.99,2,NO,,NO,,
Ramphastos tucanus,Ramphastos_tucanus,15,8,6,1,166.008,164.0993333,37.62133333,51.53666667,51.28066667,33.33357143,199.9535714,233.0013333,14.24285058,152.2233333,659.58,1,NO,,NO,,
Ramphastos vitellinus,Ramphastos_vitellinus,19,9,8,2,119.4989474,118.5852941,30.94315789,41.12842105,45.00421053,26.36470588,165.2764706,189.9947368,13.7583652,154.1605263,360.36,1,NO,,NO,,
Ramphocaenus melanurus,Ramphocaenus_melanurus,8,2,4,2,24.15166667,16.014,2.525333333,2.972777778,20.02458333,3.791333333,42.80866667,47.3475,8.107188406,44.91875,9.7,2,NO,,NO,,
Ramphocelus bresilius,Ramphocelus_bresilius,6,3,3,0,18.31333333,12.075,6.575,7.613333333,20.73833333,11.3,70.7,81.51666667,13.74778887,79.035,32.9,2,NO,,NO,,
Ramphocelus carbo,Ramphocelus_carbo,15,4,7,4,17.2825,11.81142857,7.375714286,7.615,21.30142857,13.5,64.27777778,77.14285714,17.35548231,78.11538462,25.92,2,NO,,NO,,
Ramphocelus costaricensis,Ramphocelus_costaricensis,10,2,8,0,19.075,12.802,7.766,8.035,22.058,11.7,66.425,77.55,14.99083925,76.5,31.25,2,NO,,NO,,
Ramphocelus dimidiatus,Ramphocelus_dimidiatus,8,4,3,1,17.97416667,11.76714286,6.413809524,7.500952381,20.69791667,12.94095238,63.98761905,76.9375,16.8102662,70.25,28,2,NO,,NO,,
Ramphocelus flammigerus,Ramphocelus_flammigerus,4,2,2,0,21.525,13,7.95,8.25,24.55,13.575,76.175,89.75,15.08265804,69.25,33,2,NO,,NO,,
Ramphocelus icteronotus,Ramphocelus_icteronotus,8,3,5,0,19.415,13.07,7.7925,8.0525,24.01875,12.5125,69.3625,81.875,15.22298014,68.75,33,2,NO,,NO,,
Ramphocelus melanogaster,Ramphocelus_melanogaster,4,1,3,0,16.525,11.2,7.5,7.775,20.625,13,66.25,79.25,16.40432099,70.75,25,2,NO,,NO,,
Ramphocelus nigrogularis,Ramphocelus_nigrogularis,5,2,2,1,19.70572,13.625,6.9,8.175,19.87428,13.975,70.025,84.2572,16.68083105,76,31,2,NO,,NO,,
Ramphocelus passerinii,Ramphocelus_passerinii,10,2,8,0,18.15,12.127,7.61,7.528,22.257,9.55,66.2,76,12.60275741,76.4,32,2,NO,,NO,,
Ramphocelus sanguinolentus,Ramphocelus_sanguinolentus,5,2,2,1,19.58,13.7,8.5,9.15,21.34,14.25,73.875,88.1,16.1841778,77.2,41,2,NO,,NO,,
Ramphocinclus brachyurus,Ramphocinclus_brachyurus,5,0,4,1,28.66,17.025,5.4,5.8,30.44,14,78.125,94.9,15.1869429,78.3,50,2,NO,,NO,,
Ramphodon naevius,Ramphodon_naevius,5,0,0,5,39.4,31.2,3.78,4.38,5.65,41.88,29.52,71.4,58.65546218,52.18,7.9,1,NO,,YES,"Tarsus length, ",Androdon aequatorialis
Ramphomicron dorsale,Ramphomicron_dorsale,3,2,1,0,12.68666667,9.406666667,1.41,1.156666667,5.87,35.42,19.78,55.2,64.15246967,41.26666667,3.5,1,NO,,NO,,
Ramphomicron microrhynchum,Ramphomicron_microrhynchum,4,1,3,0,10.1,6.675,1.3,1.05,6.05,30.75,19.25,50,61.31993007,42.5,3.6,1,NO,,NO,,
Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,6,2,2,2,17.0325,11.36166667,6.58,4.631666667,17.90666667,7.38,63.82,70.66666667,10.37012973,72.33333333,18.6,1,NO,,NO,,
Ramphotrigon megacephalum,Ramphotrigon_megacephalum,5,2,2,1,14.01,8.258,5.554,4.158,15.74,8.65,50.35,59,14.57198218,55.6,14.2,1,NO,,NO,,
Ramphotrigon ruficauda,Ramphotrigon_ruficauda,6,2,2,2,17.05833333,9.575,6.593333333,4.271666667,16.32333333,11.00166667,63.99833333,75,14.68255699,70.66666667,18.4,2,NO,,NO,,
Ramsayornis fasciatus,Ramsayornis_fasciatus,4,0,2,2,15.925,8.875,2.875,3,17.025,14.675,56.575,71.25,20.59614632,52.5,12.74,2,NO,,NO,,
Ramsayornis modestus,Ramsayornis_modestus,4,1,2,1,15.35,9.05,2.925,2.925,16.1,13.15,53.6,66.75,19.62402426,43,12.1,2,NO,,NO,,
Randia pseudozosterops,Randia_pseudozosterops,2,0,2,0,14.1,8.05,2.2,2.5,15.9,7.3,50.7,58,12.61904762,45.5,11,1,NO,,NO,,
Recurvirostra americana,Recurvirostra_americana,4,2,2,0,90.375,73.875,6.6,5.225,92.825,104.4,113.85,218.25,47.79194265,78,304.48,3,NO,,NO,,
Recurvirostra andina,Recurvirostra_andina,4,3,1,0,79,65.45,5.775,4.425,85.15,91.1,147.65,238.75,38.15669531,91.25,361,3,NO,,NO,,
Recurvirostra avosetta,Recurvirostra_avosetta,4,2,2,0,83.675,69.75,6.2,4.6,87.55,107.775,109.225,217,49.71490932,79.5,304,3,NO,,NO,,
Recurvirostra novaehollandiae,Recurvirostra_novaehollandiae,4,2,2,0,93.475,78.475,6.3,4.525,89.45,114.175,110.825,225,50.7486698,80.25,325,3,NO,,NO,,
Regulus calendula,Regulus_calendula,5,2,2,1,10.42,6.35,2.725,2.25,18.3,12.625,44.875,57.6,21.99060368,41.8,6.19,1,NO,,NO,,
Regulus goodfellowi,Regulus_goodfellowi,4,2,2,0,9.8,5.375,1.975,1.975,17.375,11.5,41,52.5,21.86002179,35.5,4.1,2,NO,,NO,,
Regulus ignicapilla,Regulus_ignicapilla,5,1,2,2,9.64,5.8,1.975,2.075,16.47,12.125,40.125,51.9,23.20713715,39.2,5.6,1,NO,,NO,,
Regulus madeirensis,Regulus_madeirensis,4,2,2,0,11.85,6.6,2.8,2.425,19.5,10.875,43.875,54.75,19.85357576,40.125,5.6,2,NO,,NO,,
Regulus regulus,Regulus_regulus,5,2,2,1,9.23,5.675,1.875,2,15.79,10.525,41.225,52.5,20.34728357,37,5.54,1,NO,,NO,,
Regulus satrapa,Regulus_satrapa,4,2,2,0,8.925,5.375,2.15,2.475,16.625,13.375,43.375,56.75,23.55921577,42,6.19,1,NO,,NO,,
Reinwardtipicus validus,Reinwardtipicus_validus,4,1,2,1,45.1,35.75,10.6,10.95,29.075,24.875,129.125,154,16.1433887,84.25,149,1,NO,,NO,,
Reinwardtoena browni,Reinwardtoena_browni,4,1,0,3,27.3,12.425,5.55,8.125,29.175,83.125,145.625,228.75,36.32284509,196.075,304,1,NO,,NO,,
Reinwardtoena crassirostris,Reinwardtoena_crassirostris,2,0,2,0,25,12.6,7.2,9.85,25.9,68,137.5,205.5,33.051542,179.8,259,1,NO,,NO,,
Reinwardtoena reinwardtsi,Reinwardtoena_reinwardtsi,8,2,3,3,25.725,10.8,4.925,7,25.55,82.775,156.975,239.75,34.52820731,298.25,275,1,NO,,NO,,
Remiz consobrinus,Remiz_consobrinus,4,2,2,0,10.35,7.45,2.875,3.825,12.8,14.025,41.475,55.5,25.23644491,43.75,9.1,2,NO,,NO,,
Remiz coronatus,Remiz_coronatus,4,2,2,0,9.65,7,2.75,3.25,11.95,9.2,42.8,52,17.61983393,41,6.9,2,NO,,NO,,
Remiz macronyx,Remiz_macronyx,4,1,3,0,10.425,7.475,3.35,3.825,13.4,10.375,45.375,55.75,18.60943925,47,10.1,2,NO,,NO,,
Remiz pendulinus,Remiz_pendulinus,5,2,2,1,9.91,7.55,2.85,3.875,13.86,11.4,44.85,56.5,20.25909945,48.1,9.3,2,NO,,NO,,
Rhabdornis grandis,Rhabdornis_grandis,2,0,1,1,24,12.93333333,3.816666667,4.875,22.5,18.65833333,69.34166667,88,21.20265152,53,32.35,1,NO,,YES,"Bill nares, Bill width, Bill depth, Kipp's distance",Rhabdornis mystacalis
Rhabdornis inornatus,Rhabdornis_inornatus,41,16,24,1,18.8697561,10.81333333,4.276666667,5.426666667,21.19829268,27.06,62.22,88.0204878,30.36905022,57.81121951,39.1,1,NO,,NO,,
Rhabdornis mystacalis,Rhabdornis_mystacalis,13,5,7,1,21.18807692,12.93333333,3.816666667,4.875,19.75807692,18.65833333,61.48333333,80.59230769,23.12339974,48.20769231,25.6,1,NO,,NO,,
Rhagologus leucostigma,Rhagologus_leucostigma,5,0,4,1,17.2,9.625,4.15,5.525,20.19,19.5,68.25,87.1,22.20827781,63.9,26.8,1,NO,,NO,,
Rhamphocoris clotbey,Rhamphocoris_clotbey,5,2,2,1,19.474,13.975,7.3,12.6,21.92,53.775,72.725,124.8,42.51509069,62.4,49.06,3,NO,,NO,,
Rhamphomantis megarhynchus,Rhamphomantis_megarhynchus,1,0,1,0,23.3,18.5,6.2,6.4,15.4,28.1,68.9,97,28.96907216,73,31.5,1,NO,,NO,,
Rhaphidura leucopygialis,Rhaphidura_leucopygialis,4,2,2,0,7.625,3.425,2.775,2,10.4,77.725,38.525,116.25,66.81345726,38.25,13.6,1,NO,,NO,,
Rhaphidura sabini,Rhaphidura_sabini,4,2,2,0,5.975,2.6,1.9,2.125,11.15,82.75,41,123.75,66.84802361,36,16,1,NO,,NO,,
Rhea americana,Rhea_americana,4,2,1,1,91.325,35.65,28.425,17.775,308,0.1,604.4,604.5,0.016588323,62,23000,3,NO,,NO,,
Rhea pennata,Rhea_pennata,5,3,2,0,68.838,33.524,24.992,15.766,293.2,0.1,629.4,625,0.016167494,58.4,23900,3,NO,,NO,,
Rhegmatorhina berlepschi,Rhegmatorhina_berlepschi,4,1,3,0,17.75,11.5,5.05,5.075,27.5,9.375,71.125,80.5,11.6622025,56.75,35,1,NO,,NO,,
Rhegmatorhina cristata,Rhegmatorhina_cristata,4,2,2,0,20.045,12.62,4.935,5.24,28.1175,8.5375,64.4625,73,11.72292323,55.25,35,1,NO,,NO,,
Rhegmatorhina gymnops,Rhegmatorhina_gymnops,4,2,2,0,18.76,11.4425,4.4275,4.73,27.32,7.93,68.32,76.25,10.40795967,51.25,28.46,1,NO,,NO,,
