"","City_1","Country","Continent","biome","realm","Survey_method","Longitude","Latitude","X_Behrmann","Y_Behrmann","Prec","Tmin","NDVI","Elev","road_density","city_age","gdp","area","shape_ind","dist_rivers","dist_coasts","dist_mounta"
"59","Rovaniemi","Finland","Europe","Boreal Forests/Taiga","Palearctic","Study_plot_mapping",25.7294,66.5039,2482534.09908742,6728656.89297359,18.6944444444444,-17.691666815016,-0.00763333333333333,110.666666666667,7.8712279175,50,11.4891210661994,11826732.5493838,0.0570811248181338,1.11118539356134,64.7456431420517,164.626005485561
"60","Rzeszow","Poland","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",22,50.03333333,2122698.16551972,5616804.17906038,47.7916666666667,-4.6208332280318,0.43485093270141,214.9375,7.41177310104167,659,20.746887554725,42969276.34286,0.121957511156226,55.1178353215294,391.197370920087,13.1943248340056
"61","Salo","Finland","Europe","Boreal Forests/Taiga","Palearctic","Study_plot_mapping",23.125,60.38611111,2231245.23080198,6376153.50539533,74,-2.03749996423721,0.0109,19.75,5.59176224375,55,9.47545331716538,5273907.33255502,0.317595935565652,73.9230945707893,4.72108177007788,485.782787826929
"62","Santiago","Chile","America","Mediterranean Forests, Woodlands & Scrub","Neotropic","Compilation",-70.66666667,-33.45,-6818363.80471831,-4034486.93159894,49.8631051752922,2.97312187989287,0.231788782518538,569.196994991653,17.5726920721536,475,32.134978343728,513909432.718117,0.0223316606980041,65.7345875459116,92.9482131853749,26.8602269130319
"63","Siedlce","Poland","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",22.28333333,52.16666667,2150035.94460252,5789092.32983521,38.3333333333333,-5.90833342075348,0.18688266329172,159.166666666667,6.24310753666667,466,18.0654011567434,9052639.36029093,0.140897384210495,32.1680622502702,235.020261016326,187.262258463788
"64","Slupsk","Poland","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",17.0285,54.4641,1643016.62325239,5965692.95072133,56.2272727272727,-2.59999996965582,0.243268885615718,34.6818181818182,6.58351821272727,748,18.2339896288785,10571998.7429544,0.224996198152485,139.7904944307,13.2809171754403,290.406048835501
"65","Sofia","Bulgaria","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Compilation",23.33,42.7,2251024.91825342,4967150.1682791,42.5923076923077,-3.30076923186962,0.210516532091984,586.876923076923,16.0692851598462,125,22.8988275968112,112952824.051102,0.0651912493007633,23.7730205040131,189.535313409804,4.39879602703909
"66","Suolahti","Finland","Europe","Boreal Forests/Taiga","Palearctic","Study_plot_mapping",25.8536,62.5679,2494517.69509458,6510438.96425807,14.4,-17.7600002288819,-0.00146,119,2.689445444,33,7.56759281158447,793168.580985069,0.315757515872081,128.28261629617,128.118031826898,383.170896082193
"67","Swidnica","Poland","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",16.48333333,50.85,1590415.51914732,5683686.33777231,34.375,-3.85625003278255,0.436480869586024,216.75,7.2201959575,746,13.8922401666641,15187549.3201888,0.30839499279572,30.5492161176104,268.534504051212,6.06019255499145
"68","Szczecin","Poland","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",14.54805556,53.4325,1403687.76586777,5887560.47053972,43.6373626373626,-2.22747252013657,0.24109266432981,20.5274725274725,6.99385090274725,770,18.9140976025508,79207080.0862114,0.0577838346567039,1.54079991092888,13.3391027675096,207.880593852476
"69","Taubate","Brazil","America","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","Point_counts",-45.5487,-23.0226,-4394824.63326401,-2860621.34919209,19.08,15.2939999198914,0.343742,577.88,1.4903087906,160,21.8521433067322,46850123.475817,0.148046619285039,7.61706029339482,66.3636085156855,63.0300151924294
"70","Tornio","Finland","Europe","Boreal Forests/Taiga","Palearctic","Study_plot_mapping",24.152,65.8473,2330336.64061965,6694439.32875035,44.6363636363636,-11.763636415655,-0.0519363636363636,12.0909090909091,7.35731762181818,383,11.7569108442827,3392566.56922169,0.142805736309535,0.0810410852760669,1.61931223258607,186.735689910663
"71","Torun","Poland","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",18.61111111,53.02222222,1795716.88234003,5855956.45709507,33.6521739130435,-4.11304339118626,0.254098396224379,77.0434782608696,6.60385322608696,780,20.7186463812123,38047995.9905178,0.100706353478558,1.58225791747703,103.97985510817,245.380221411325
"72","Tucson","USA","America","Deserts & Xeric Shrublands","Nearctic","Point_counts",-110.965,32.2226,-10706600.0880407,3902404.95620272,20.3882352941176,6.49725489335902,0.171317254901961,765.321568627451,11.1046036120784,138,34.6360634859871,221241069.533064,0.0390243677205564,87.0878896813575,232.18221846604,20.3819380732322
"73","Turku","Finland","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",22.2666,60.4518,2148421.40783461,6380332.61056243,15.2903225806452,-11.5193549433062,0.0127967741935484,27.5357142857143,7.87935912,781,11.2743922266467,21420131.7553592,0.0750873119332162,50.2551288846097,3.39554556616185,470.601634057645
"74","Uusikaupunki","Finland","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",21.4225421,60.8002023,2066981.40074723,6402357.48207413,30,0.100000001490116,0.190666666666667,14.3333333333333,1.67625874,398,5.59584426879883,815476.272085093,0.27869074553394,52.9466988528133,2.36533174412136,436.553929982984
"75","Vantaa","Finland","Europe","Boreal Forests/Taiga","Palearctic","Study_plot_mapping",25.0378,60.2934,2415804.1876659,6370240.99292593,27.6769230769231,-8.77384615678054,0.267349230769231,34.2769230769231,7.71791149015385,27,10.3114816078773,60979208.8984811,0.0512071702851861,235.865020364055,5.56553310044039,517.577441706548
"76","Vienna","Austria","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",16.36666667,48.21666667,1579158.78709463,5463978.04456807,46.030959752322,-2.73095973283514,0.291828514858903,178.792569659443,9.78825256845201,455,65.4148980072777,269178017.694544,0.0690335551371384,3.89013384286228,310.185734851062,1.39914782477095
"77","Vitoria_Gasteiz","Spain","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",-2.6729,42.8502,-257898.178482621,4981302.44671075,114.4,3.61428570747376,0.307491428571429,559.485714285714,10.4296904762857,834,35.1630607060024,30223218.9580486,0.333775647632619,24.5327741022612,48.5168775515372,18.4441736313818
"78","Warsaw","Poland","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",21.01666667,52.23333333,2027819.9902613,5794348.88234283,36.8507042253521,-5.11549285297663,0.190773226279634,84.8197183098592,7.51844297422535,690,22.9361303356332,300484187.931305,0.0282276039495511,1.32375500034567,203.818327914304,187.361003889718
"79","Wroclaw","Poland","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",17.03333333,51.1,1643482.97328532,5703931.51289678,33,-3.20489513623965,0.383745218235405,115.146853146853,5.84628092608392,752,21.2897579820006,120101106.063699,0.030156470934748,1.27332293163846,259.834755789637,54.7931081433827
"80","Xalapa","Mexico","America","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","Point_counts",-96.91502778,19.54619444,-9350970.5309045,2446708.37663079,12.4,12.5833333492279,0.368563333333333,1388.81666666667,16.0963841913333,223,34.3838604609171,52954800.6267403,0.0188745948095844,116.450842509494,51.9360207821169,41.4781155696013
"81","Zielona_Gora","Poland","Europe","Temperate Broadleaf & Mixed Forests","Palearctic","Study_plot_mapping",15.5,51.93333333,1495537.3438889,5770633.00392596,50.0967741935484,-2.6709677403973,0.37312818542716,125.741935483871,4.59741303354839,690,13.8754060191493,24776814.3901889,0.0704431435678251,9.01393712429193,156.4267786011,77.5536401247737
