BirdTree,Genera
Patagioenas_plumbea,Patagioenas
Patagioenas_speciosa,Patagioenas
Patagioenas_subvinacea,Patagioenas
Veniliornis_affinis,Veniliornis
Phaethornis_ruber,Phaethornis
Phaethornis_superciliosus,Phaethornis
Piculus_flavigula,Piculus
Picumnus_aurifrons,Picumnus
Pionites_leucogaster,Pionites
Leucopternis_albicollis,Leucopternis
Mionectes_macconnelli,Mionectes
Pteroglossus_aracari,Pteroglossus
Mionectes_oleagineus,Mionectes
Pteroglossus_bitorquatus,Pteroglossus
Pteroglossus_inscriptus,Pteroglossus
Ramphastos_tucanus,Ramphastos
Pulsatrix_perspicillata,Pulsatrix
Pyrilia_vulturina,Pyrilia
Ramphastos_vitellinus,Ramphastos
Selenidera_gouldii,Selenidera
Spizaetus_tyrannus,Spizaetus
Trogon_melanurus,Trogon
Tinamus_tao,Tinamus
Topaza_pella,Topaza
Dacnis_lineata,Dacnis
Trogon_rufus,Trogon
Trogon_violaceus,Trogon
Trogon_viridis,Trogon
Automolus_infuscatus,Automolus
Deconychura_longicauda,Deconychura
Dendrocincla_fuliginosa,Dendrocincla
Formicarius_analis,Formicarius
Formicivora_grisea,Formicivora
Hylophilus_ochraceiceps,Hylophilus
Manacus_manacus,Manacus
Myiarchus_swainsoni,Myiarchus
Myiarchus_tuberculifer,Myiarchus
Myiodynastes_maculatus,Myiodynastes
Myiobius_barbatus,Myiobius
Myrmornis_torquata,Myrmornis
Myrmotherula_multostriata,Myrmotherula
Nasica_longirostris,Nasica
Pachyramphus_rufus,Pachyramphus
Phylloscartes_virescens,Phylloscartes
Thamnophilus_nigrocinereus,Thamnophilus
Paroaria_gularis,Paroaria
Rhynchocyclus_olivaceus,Rhynchocyclus
Sclerurus_caudacutus,Sclerurus
Sclerurus_mexicanus,Sclerurus
Sclerurus_rufigularis,Sclerurus
Schiffornis_turdina,Schiffornis
Sirystes_sibilator,Sirystes
Psarocolius_bifasciatus,Psarocolius
Sporophila_bouvreuil,Sporophila
Sublegatus_obscurior,Sublegatus
Tityra_semifasciata,Tityra
Tolmomyias_assimilis,Tolmomyias
Turdus_albicollis,Turdus
Willisornis_poecilinotus,Willisornis
Xenops_minutus,Xenops
Xiphorhynchus_spixii,Xiphorhynchus
Cacicus_cela,Cacicus
Picumnus_spilogaster,Picumnus
Rhytipterna_simplex,Rhytipterna
Accipiter_poliogaster,Accipiter
Forpus_modestus,Forpus
Galbula_cyanicollis,Galbula
Nyctibius_grandis,Nyctibius
Opisthocomus_hoazin,Opisthocomus
Orthopsittaca_manilata,Orthopsittaca
Pyrrhura_lepida,Pyrrhura
Threnetes_leucurus,Threnetes
Tinamus_guttatus,Tinamus
Tinamus_major,Tinamus
Touit_purpuratus,Touit
Arremon_taciturnus,Arremon
Lepidocolaptes_albolineatus,Lepidocolaptes
Xipholena_lamellipennis,Xipholena
Myiopagis_gaimardii,Myiopagis
Myrmotherula_axillaris,Myrmotherula
Onychorhynchus_coronatus,Onychorhynchus
Philydor_pyrrhodes,Philydor
Philydor_ruficaudatum,Philydor
Poecilotriccus_fumifrons,Poecilotriccus
Thamnophilus_aethiops,Thamnophilus
Xiphorhynchus_guttatus,Xiphorhynchus
Phaeothlypis_rivularis,Phaeothlypis
Granatellus_pelzelni,Granatellus
Tangara_velia,Tangara
Dendrocincla_merula,Dendrocincla
Atticora_fasciata,Atticora
Attila_bolivianus,Attila
Attila_cinnamomeus,Attila
Berlepschia_rikeri,Berlepschia
Terenotriccus_erythrurus,Terenotriccus
Cercomacra_cinerascens,Cercomacra
Chlorophanes_spiza,Chlorophanes
Cyanerpes_caeruleus,Cyanerpes
Dendrocolaptes_certhia,Dendrocolaptes
Elaenia_cristata,Elaenia
Inezia_subflava,Inezia
Iodopleura_isabellae,Iodopleura
Euphonia_cayennensis,Euphonia
Formicarius_colma,Formicarius
Gymnoderus_foetidus,Gymnoderus
Hemithraupis_guira,Hemithraupis
Amazona_festiva,Amazona
Hypocnemoides_maculicauda,Hypocnemoides
Lamprospiza_melanoleuca,Lamprospiza
Lathrotriccus_euleri,Lathrotriccus
Amazona_farinosa,Amazona
Lepidothrix_iris,Lepidothrix
Coccycua_minuta,Coccycua
Lipaugus_vociferans,Lipaugus
Microcerculus_marginatus,Microcerculus
Myiornis_ecaudatus,Myiornis
Myiopagis_flavivertex,Myiopagis
Myrmoborus_myotherinus,Myrmoborus
Myrmotherula_longipennis,Myrmotherula
Myrmotherula_menetriesii,Myrmotherula
Oxyruncus_cristatus,Oxyruncus
Ornithion_inerme,Ornithion
Pachyramphus_marginatus,Pachyramphus
Pachyramphus_minor,Pachyramphus
Phlegopsis_nigromaculata,Phlegopsis
Phoenicircus_carnifex,Phoenicircus
Philydor_erythrocercum,Philydor
Philydor_erythropterum,Philydor
Brachygalba_lugubris,Brachygalba
Pipra_aureola,Pipra
Platyrinchus_platyrhynchos,Platyrinchus
Poecilotriccus_sylvia,Poecilotriccus
Querula_purpurata,Querula
Ramphotrigon_ruficauda,Ramphotrigon
Saltator_grossus,Saltator
Saltator_maximus,Saltator
Malacoptila_rufa,Malacoptila
Sclateria_naevia,Sclateria
Stelgidopteryx_ruficollis,Stelgidopteryx
Sporophila_americana,Sporophila
Synallaxis_gujanensis,Synallaxis
Sporophila_minuta,Sporophila
Synallaxis_rutilans,Synallaxis
Thamnomanes_caesius,Thamnomanes
Thamnophilus_amazonicus,Thamnophilus
Thamnophilus_palliatus,Thamnophilus
Todirostrum_chrysocrotaphum,Todirostrum
Tolmomyias_poliocephalus,Tolmomyias
Turdus_fumigatus,Turdus
Tyrannulus_elatus,Tyrannulus
Tyranneutes_stolzmanni,Tyranneutes
Xiphorhynchus_obsoletus,Xiphorhynchus
Xolmis_velatus,Xolmis
Coccyzus_minor,Coccyzus
Accipiter_superciliosus,Accipiter
Crypturellus_soui,Crypturellus
Crypturellus_strigulosus,Crypturellus
Amazilia_versicolor,Amazilia
Amazilia_leucogaster,Amazilia
Cathartes_melambrotus,Cathartes
Anthracothorax_viridigula,Anthracothorax
Ara_macao,Ara
Avocettula_recurvirostris,Avocettula
Bucco_capensis,Bucco
Brotogeris_chrysoptera,Brotogeris
Brotogeris_sanctithomae,Brotogeris
Leucopternis_schistaceus,Leucopternis
Buteo_brachyurus,Buteo
Campephilus_melanoleucos,Campephilus
Calliphlox_amethystina,Calliphlox
Campephilus_rubricollis,Campephilus
Caracara_cheriway,Caracara
Celeus_elegans,Celeus
Celeus_flavus,Celeus
Celeus_torquatus,Celeus
Chaetura_chapmani,Chaetura
Tachyphonus_surinamus,Tachyphonus
Attila_spadiceus,Attila
Automolus_rufipileatus,Automolus
Chiroxiphia_pareola,Chiroxiphia
Cotinga_cotinga,Cotinga
Dendrexetastes_rufigula,Dendrexetastes
Dendroplex_picus,Dendroplex
Dysithamnus_mentalis,Dysithamnus
Formicivora_rufa,Formicivora
Grallaria_varia,Grallaria
Haematoderus_militaris,Haematoderus
Herpsilochmus_rufimarginatus,Herpsilochmus
Hylopezus_macularius,Hylopezus
Lophotriccus_galeatus,Lophotriccus
Chaetura_spinicaudus,Chaetura
Nystalus_striolatus,Nystalus
Touit_huetii,Touit
Hylophilus_semicinereus,Hylophilus
Piprites_chloris,Piprites
Glyphorynchus_spirurus,Glyphorynchus
Laniocera_hypopyrra,Laniocera
Zimmerius_acer,Zimmerius
Caryothraustes_canadensis,Caryothraustes
Chrysomus_icterocephalus,Chrysomus
Eucometis_penicillata,Eucometis
Periporphyrus_erythromelas,Periporphyrus
Tachyphonus_cristatus,Tachyphonus
Tachyphonus_luctuosus,Tachyphonus
Thryothorus_leucotis,Thryothorus
Polioptila_guianensis,Polioptila
Thryothorus_genibarbis,Thryothorus
Thryothorus_coraya,Thryothorus
Conirostrum_bicolor,Conirostrum
Cyanerpes_cyaneus,Cyanerpes
Sporophila_schistacea,Sporophila
Mimus_gilvus,Mimus
Psarocolius_viridis,Psarocolius
Ramphocaenus_melanurus,Ramphocaenus
Schistochlamys_melanopis,Schistochlamys
Tangara_gyrola,Tangara
Tangara_punctata,Tangara
Turdus_nudigenis,Turdus
Coryphaspiza_melanotis,Coryphaspiza
Amazona_ochrocephala,Amazona
Ara_severus,Ara
Buteogallus_aequinoctialis,Buteogallus
Icterus_parisorum,Icterus
Piranga_hepatica,Piranga
Sialia_currucoides,Sialia
Colibri_thalassinus,Colibri
Colinus_virginianus,Colinus
Crotophaga_sulcirostris,Crotophaga
Crypturellus_cinnamomeus,Crypturellus
Cyrtonyx_montezumae,Cyrtonyx
Eugenes_fulgens,Eugenes
Lampornis_clemenciae,Lampornis
Baeolophus_wollweberi,Baeolophus
Corvus_cryptoleucus,Corvus
Picoides_villosus,Picoides
Ptilogonys_cinereus,Ptilogonys
Megascops_kennicottii,Megascops
Megascops_trichopsis,Megascops
Patagioenas_fasciata,Patagioenas
Junco_phaeonotus,Junco
Camptostoma_imberbe,Camptostoma
Empidonax_affinis,Empidonax
Empidonax_fulvifrons,Empidonax
Empidonax_hammondii,Empidonax
Empidonax_oberholseri,Empidonax
Myadestes_occidentalis,Myadestes
Myioborus_pictus,Myioborus
Tachycineta_bicolor,Tachycineta
Toxostoma_ocellatum,Toxostoma
Vireo_cassinii,Vireo
Aeronautes_saxatalis,Aeronautes
Caprimulgus_vociferus,Caprimulgus
Hylocharis_leucotis,Hylocharis
Tachycineta_thalassina,Tachycineta
Anthus_spragueii,Anthus
Basileuterus_rufifrons,Basileuterus
Dendroica_occidentalis,Dendroica
Euphonia_elegantissima,Euphonia
Melospiza_georgiana,Melospiza
Myioborus_miniatus,Myioborus
Aimophila_botterii,Aimophila
Oriturus_superciliosus,Oriturus
Passerina_versicolor,Passerina
Seiurus_aurocapilla,Seiurus
Callipepla_squamata,Callipepla
Meleagris_gallopavo,Meleagris
Dendrocopos_leucotos,Dendrocopos
Plectrophenax_nivalis,Plectrophenax
Buteo_lagopus,Buteo
Haliaeetus_albicilla,Haliaeetus
Carduelis_flavirostris,Carduelis
Picoides_pubescens,Picoides
Coccothraustes_vespertinus,Coccothraustes
Melanerpes_lewis,Melanerpes
Phalaenoptilus_nuttallii,Phalaenoptilus
Carpodacus_cassinii,Carpodacus
Calcarius_ornatus,Calcarius
Calcarius_mccownii,Calcarius
Aegolius_acadicus,Aegolius
Aquila_chrysaetos,Aquila
Passerella_iliaca,Passerella
Myadestes_townsendi,Myadestes
Regulus_satrapa,Regulus
Zonotrichia_albicollis,Zonotrichia
Euptilotis_neoxenus,Euptilotis
Glaucidium_gnoma,Glaucidium
Otus_flammeolus,Otus
Dendroica_graciae,Dendroica
Picoides_arizonae,Picoides
Zoothera_pinicola,Zoothera
Streptoprocne_rutila,Streptoprocne
Rhynchopsitta_pachyrhyncha,Rhynchopsitta
Strix_occidentalis,Strix
Aphelocoma_ultramarina,Aphelocoma
Cardellina_rubrifrons,Cardellina
Sitta_pygmaea,Sitta
Catharus_occidentalis,Catharus
Gymnogyps_californianus,Gymnogyps
Dryocopus_pileatus,Dryocopus
Carpodacus_purpureus,Carpodacus
Sphyrapicus_ruber,Sphyrapicus
Pica_nuttalli,Pica
Chamaea_fasciata,Chamaea
Zonotrichia_atricapilla,Zonotrichia
Zoothera_naevia,Zoothera
Agelaius_tricolor,Agelaius
Callipepla_californica,Callipepla
Oreortyx_pictus,Oreortyx
Calandrella_rufescens,Calandrella
Alectoris_chukar,Alectoris
Aquila_heliaca,Aquila
Circus_aeruginosus,Circus
Luscinia_svecica,Luscinia
Motacilla_citreola,Motacilla
Neophron_percnopterus,Neophron
Oenanthe_chrysopygia,Oenanthe
Pterocles_alchata,Pterocles
Tichodroma_muraria,Tichodroma
Turdus_unicolor,Turdus
Circaetus_gallicus,Circaetus
Pericrocotus_cinnamomeus,Pericrocotus
Circus_macrourus,Circus
Circus_melanoleucos,Circus
Aquila_clanga,Aquila
Aquila_hastata,Aquila
Falco_chicquera,Falco
Falco_jugger,Falco
Anthus_roseatus,Anthus
Chrysomma_sinense,Chrysomma
Hirundo_fluvicola,Hirundo
Ocyceros_birostris,Ocyceros
Chelidorhynx_hypoxantha,Chelidorhynx
Phaenicophaeus_leschenaultii,Phaenicophaeus
Pernis_ptilorhyncus,Pernis
Psittacula_cyanocephala,Psittacula
Treron_phoenicopterus,Treron
Sylvia_nana,Sylvia
Hypsipetes_leucocephalus,Hypsipetes
Lanius_isabellinus,Lanius
Phylloscopus_humei,Phylloscopus
Oenanthe_deserti,Oenanthe
Phylloscopus_subviridis,Phylloscopus
Remiz_coronatus,Remiz
Turdus_ruficollis,Turdus
Motacilla_madaraspatensis,Motacilla
Sturnus_contra,Sturnus
Mirafra_javanica,Mirafra
Ploceus_manyar,Ploceus
Riparia_paludicola,Riparia
Amandava_amandava,Amandava
Certhia_himalayana,Certhia
Eremopterix_griseus,Eremopterix
Aquila_rapax,Aquila
Myophonus_caeruleus,Myophonus
Ketupa_zeylonensis,Ketupa
Pericrocotus_ethologus,Pericrocotus
Prinia_socialis,Prinia
Ploceus_philippinus,Ploceus
Butastur_teesa,Butastur
Bubo_bengalensis,Bubo
Bubo_coromandus,Bubo
Centropus_sinensis,Centropus
Cettia_fortipes,Cettia
Saxicola_ferreus,Saxicola
Ceryle_rudis,Ceryle
Phoenicurus_erythronotus,Phoenicurus
Gypaetus_barbatus,Gypaetus
Gyps_bengalensis,Gyps
Gyps_himalayensis,Gyps
Sarcogyps_calvus,Sarcogyps
Alaemon_alaudipes,Alaemon
Eremopterix_nigriceps,Eremopterix
Lanius_vittatus,Lanius
Melanocorypha_bimaculata,Melanocorypha
Mirafra_erythroptera,Mirafra
Ammomanes_deserti,Ammomanes
Acrocephalus_melanopogon,Acrocephalus
Emberiza_stewarti,Emberiza
Ficedula_parva,Ficedula
Sturnus_pagodarum,Sturnus
Aegypius_monachus,Aegypius
Lonchura_malabarica,Lonchura
Francolinus_francolinus,Francolinus
Francolinus_pondicerianus,Francolinus
Pterocles_exustus,Pterocles
Emberiza_pallasi,Emberiza
Zosterops_japonicus,Zosterops
Circus_spilonotus,Circus
Dendrocopos_canicapillus,Dendrocopos
Emberiza_cioides,Emberiza
Sturnus_cineraceus,Sturnus
Otus_semitorques,Otus
Dendrocopos_kizuki,Dendrocopos
Corvus_macrorhynchos,Corvus
Parus_varius,Parus
Tarsiger_cyanurus,Tarsiger
Apus_nipalensis,Apus
Cyanopica_cyanus,Cyanopica
Lanius_sphenocercus,Lanius
Cinclus_pallasii,Cinclus
Corvus_dauuricus,Corvus
Prunella_montanella,Prunella
Turdus_pallidus,Turdus
Calcarius_lapponicus,Calcarius
Emberiza_leucocephalos,Emberiza
Remiz_consobrinus,Remiz
Bombycilla_japonica,Bombycilla
Uragus_sibiricus,Uragus
Carpodacus_roseus,Carpodacus
Leucosticte_arctoa,Leucosticte
Emberiza_yessoensis,Emberiza
Falco_rusticolus,Falco
Pinicola_enucleator,Pinicola
Apus_pacificus,Apus
Aquila_fasciatus,Aquila
Hirundapus_caudacutus,Hirundapus
Pycnonotus_striatus,Pycnonotus
Pycnonotus_melanicterus,Pycnonotus
Picus_flavinucha,Picus
Pericrocotus_solaris,Pericrocotus
Columba_hodgsonii,Columba
Columba_leuconota,Columba
Columba_pulchricollis,Columba
Dendrocopos_hyperythrus,Dendrocopos
Dendrocopos_macei,Dendrocopos
Falco_cherrug,Falco
Eudynamys_scolopaceus,Eudynamys
Treron_apicauda,Treron
Gallus_gallus,Gallus
Glaucidium_brodiei,Glaucidium
Harpactes_erythrocephalus,Harpactes
Hemiprocne_coronata,Hemiprocne
Actinodura_nipalensis,Actinodura
Aethopyga_saturata,Aethopyga
Aegithina_tiphia,Aegithina
Aethopyga_nipalensis,Aethopyga
Alcippe_castaneceps,Alcippe
Certhia_discolor,Certhia
Carpodacus_rubescens,Carpodacus
Carpodacus_rodopeplus,Carpodacus
Cettia_brunnescens,Cettia
Cettia_brunnifrons,Cettia
Chaimarrornis_leucocephalus,Chaimarrornis
Coracina_melaschistos,Coracina
Pyrrhocorax_pyrrhocorax,Pyrrhocorax
Cutia_nipalensis,Cutia
Delichon_nipalense,Delichon
Dicaeum_chrysorrheum,Dicaeum
Dendrocitta_formosae,Dendrocitta
Dicaeum_melanoxanthum,Dicaeum
Dicrurus_aeneus,Dicrurus
Enicurus_immaculatus,Enicurus
Enicurus_maculatus,Enicurus
Hirundo_smithii,Hirundo
Ficedula_hodgsonii,Ficedula
Ficedula_tricolor,Ficedula
Garrulax_subunicolor,Garrulax
Garrulax_monileger,Garrulax
Garrulax_variegatus,Garrulax
Haematospiza_sipahi,Haematospiza
Heterophasia_capistrata,Heterophasia
Hypsipetes_mcclellandii,Hypsipetes
Seicercus_castaniceps,Seicercus
Dendrocopos_auriceps,Dendrocopos
Lophophorus_impejanus,Lophophorus
Lophotriorchis_kienerii,Lophotriorchis
Lophura_leucomelanos,Lophura
Melophus_lathami,Melophus
Minla_cyanouroptera,Minla
Minla_strigula,Minla
Paradoxornis_nipalensis,Paradoxornis
Passer_rutilans,Passer
Phoenicurus_caeruleocephala,Phoenicurus
Pomatorhinus_erythrogenys,Pomatorhinus
Seicercus_poliogenys,Seicercus
Seicercus_whistleri,Seicercus
Serinus_thibetanus,Serinus
Tesia_castaneocoronata,Tesia
Urocissa_erythrorhyncha,Urocissa
Xiphirhynchus_superciliaris,Xiphirhynchus
Macropygia_unchall,Macropygia
Megaceryle_lugubris,Megaceryle
Celeus_brachyurus,Celeus
Nisaetus_nipalensis,Nisaetus
Pavo_cristatus,Pavo
Otus_lettia,Otus
Otus_spilocephalus,Otus
Otus_sunia,Otus
Phaenicophaeus_tristis,Phaenicophaeus
Dendrocopos_nanus,Dendrocopos
Picus_chlorolophus,Picus
Picus_squamatus,Picus
Megalaima_franklinii,Megalaima
Megalaima_virens,Megalaima
Psittacula_alexandri,Psittacula
Psittacula_himalayana,Psittacula
Strix_leptogrammica,Strix
Treron_sphenurus,Treron
Treron_bicinctus,Treron
Treron_curvirostra,Treron
Zoonavena_sylvatica,Zoonavena
Brachypteryx_montana,Brachypteryx
Bradypterus_thoracicus,Bradypterus
Carpodacus_vinaceus,Carpodacus
Chloropsis_hardwickii,Chloropsis
Dicaeum_ignipectus,Dicaeum
Dicrurus_hottentottus,Dicrurus
Hemixos_flavala,Hemixos
Hypothymis_azurea,Hypothymis
Leiothrix_argentauris,Leiothrix
Pnoepyga_immaculata,Pnoepyga
Oriolus_traillii,Oriolus
Phylloscopus_maculipennis,Phylloscopus
Pomatorhinus_ruficollis,Pomatorhinus
Pycnonotus_leucogenys,Pycnonotus
Pteruthius_flaviscapis,Pteruthius
Sitta_castanea,Sitta
Turdus_rubrocanus,Turdus
Zoothera_mollissima,Zoothera
Yuhina_nigrimenta,Yuhina
Zoothera_dixoni,Zoothera
Gracula_religiosa,Gracula
Glaucidium_cuculoides,Glaucidium
Carpodacus_nipalensis,Carpodacus
Cettia_pallidipes,Cettia
Ficedula_monileger,Ficedula
Picumnus_innominatus,Picumnus
Pyrrhula_nipalensis,Pyrrhula
Abroscopus_schisticeps,Abroscopus
Arachnothera_magna,Arachnothera
Tarsiger_hyperythrus,Tarsiger
Calandrella_acutirostris,Calandrella
Cettia_major,Cettia
Chloropsis_aurifrons,Chloropsis
Cissa_chinensis,Cissa
Cochoa_purpurea,Cochoa
Accipiter_trivirgatus,Accipiter
Accipiter_virgatus,Accipiter
Dicaeum_erythrorhynchos,Dicaeum
Enicurus_schistaceus,Enicurus
Erpornis_zantholeuca,Erpornis
Ficedula_strophiata,Ficedula
Garrulax_leucolophus,Garrulax
Garrulax_pectoralis,Garrulax
Garrulus_lanceolatus,Garrulus
Heterophasia_picaoides,Heterophasia
Lonchura_striata,Lonchura
Melanochlora_sultanea,Melanochlora
Minla_ignotincta,Minla
Monticola_rufiventris,Monticola
Mycerobas_affinis,Mycerobas
Mycerobas_carnipes,Mycerobas
Mycerobas_melanozanthos,Mycerobas
Niltava_grandis,Niltava
Niltava_macgrigoriae,Niltava
Oriolus_tenuirostris,Oriolus
Oriolus_xanthornus,Oriolus
Parus_monticolus,Parus
Ictinaetus_malayensis,Ictinaetus
Pellorneum_ruficeps,Pellorneum
Pericrocotus_brevirostris,Pericrocotus
Pericrocotus_flammeus,Pericrocotus
Pericrocotus_roseus,Pericrocotus
Phoenicurus_hodgsoni,Phoenicurus
Phylloscopus_xanthoschistos,Phylloscopus
Pnoepyga_pusilla,Pnoepyga
Stachyris_nigriceps,Stachyris
Pomatorhinus_schisticeps,Pomatorhinus
Prinia_crinigera,Prinia
Prinia_hodgsonii,Prinia
Dicrurus_remifer,Dicrurus
Prunella_strophiata,Prunella
Psarisomus_dalhousiae,Psarisomus
Hemipus_picatus,Hemipus
Pteruthius_melanotis,Pteruthius
Pteruthius_rufiventer,Pteruthius
Pyrrhoplectes_epauletta,Pyrrhoplectes
Pyrrhula_erythrocephala,Pyrrhula
Sitta_frontalis,Sitta
Sitta_himalayensis,Sitta
Tesia_cyaniventer,Tesia
Tarsiger_chrysaeus,Tarsiger
Timalia_pileata,Timalia
Turdus_albocinctus,Turdus
Turdus_boulboul,Turdus
Yuhina_flavicollis,Yuhina
Yuhina_gularis,Yuhina
Yuhina_occipitalis,Yuhina
Zoothera_marginata,Zoothera
Zoothera_monticola,Zoothera
Arborophila_rufogularis,Arborophila
Arborophila_torqueola,Arborophila
Bubo_nipalensis,Bubo
Cacomantis_sonneratii,Cacomantis
Caprimulgus_asiaticus,Caprimulgus
Caprimulgus_indicus,Caprimulgus
Centropus_bengalensis,Centropus
Coracina_javensis,Coracina
Dicaeum_agile,Dicaeum
Dicrurus_annectans,Dicrurus
Emberiza_pusilla,Emberiza
Garrulax_ocellatus,Garrulax
Cettia_flavolivacea,Cettia
Leiothrix_lutea,Leiothrix
Garrulax_erythrocephalus,Garrulax
Alcippe_chrysotis,Alcippe
Cinclidium_leucurum,Cinclidium
Collocalia_brevirostris,Collocalia
Pnoepyga_albiventer,Pnoepyga
Urocissa_flavirostris,Urocissa
Buteo_hemilasius,Buteo
Luscinia_pectoralis,Luscinia
Garrulax_lineatus,Garrulax
Alcippe_nipalensis,Alcippe
Anthus_sylvanus,Anthus
Carpodacus_rodochroa,Carpodacus
Garrulax_affinis,Garrulax
Pinicola_subhimachala,Pinicola
Stachyris_pyrrhops,Stachyris
Turdoides_nipalensis,Turdoides
Aegithalos_concinnus,Aegithalos
Phylloscopus_chloronotus,Phylloscopus
Carpodacus_edwardsii,Carpodacus
Garrulax_striatus,Garrulax
Garrulax_rufogularis,Garrulax
Garrulax_squamatus,Garrulax
Actinodura_egertoni,Actinodura
Aethopyga_ignicauda,Aethopyga
Callacanthis_burtoni,Callacanthis
Enicurus_scouleri,Enicurus
Garrulax_albogularis,Garrulax
Grandala_coelicolor,Grandala
Myzornis_pyrrhoura,Myzornis
Saxicola_insignis,Saxicola
Tickellia_hodgsoni,Tickellia
Garrulax_caerulatus,Garrulax
Parus_cinctus,Parus
Eleothreptus_candicans,Eleothreptus
Colibri_serrirostris,Colibri
Platyrinchus_mystaceus,Platyrinchus
Crypturellus_noctivagus,Crypturellus
Crypturellus_obsoletus,Crypturellus
Cypseloides_fumigatus,Cypseloides
Heliactin_bilophus,Heliactin
Ictinia_plumbea,Ictinia
Jacamaralcyon_tridactyla,Jacamaralcyon
Antilophia_galeata,Antilophia
Malacoptila_striata,Malacoptila
Basileuterus_leucophrys,Basileuterus
Phylloscartes_eximius,Phylloscartes
Cyanocorax_cyanopogon,Cyanocorax
Nyctiphrynus_ocellatus,Nyctiphrynus
Hemitriccus_diops,Hemitriccus
Hemitriccus_nidipendulus,Hemitriccus
Lophornis_magnificus,Lophornis
Thraupis_ornata,Thraupis
Notharchus_swainsoni,Notharchus
Xenops_rutilans,Xenops
Macropsalis_forcipata,Macropsalis
Melanerpes_flavifrons,Melanerpes
Caprimulgus_longirostris,Caprimulgus
Nyctibius_aethereus,Nyctibius
Nystalus_chacuru,Nystalus
Phaethornis_eurynome,Phaethornis
Phaethornis_squalidus,Phaethornis
Phacellodomus_ferrugineigula,Phacellodomus
Selenidera_maculirostris,Selenidera
Spizaetus_ornatus,Spizaetus
Stephanoxis_lalandi,Stephanoxis
Streptoprocne_zonaris,Streptoprocne
Conopophaga_lineata,Conopophaga
Contopus_cinereus,Contopus
Cistothorus_platensis,Cistothorus
Dendrocincla_turdina,Dendrocincla
Elaenia_obscura,Elaenia
Laniisoma_elegans,Laniisoma
Neopelma_pallescens,Neopelma
Phyllomyias_burmeisteri,Phyllomyias
Poecilotriccus_plumbeiceps,Poecilotriccus
Thamnophilus_ruficapillus,Thamnophilus
Sclerurus_scansor,Sclerurus
Synallaxis_scutata,Synallaxis
Syndactyla_dimidiata,Syndactyla
Charitospiza_eucosma,Charitospiza
Hemitriccus_orbitatus,Hemitriccus
Geotrygon_violacea,Geotrygon
Glaucidium_minutissimum,Glaucidium
Chlorophonia_cyanea,Chlorophonia
Buteo_leucorrhous,Buteo
Primolius_maracana,Primolius
Pulsatrix_koeniswaldiana,Pulsatrix
Veniliornis_spilogaster,Veniliornis
Myiopagis_caniceps,Myiopagis
Xiphorhynchus_fuscus,Xiphorhynchus
Tangara_cayana,Tangara
Terenura_maculata,Terenura
Anabazenops_fuscus,Anabazenops
Automolus_leucophthalmus,Automolus
Campylorhamphus_falcularius,Campylorhamphus
Chiroxiphia_caudata,Chiroxiphia
Cranioleuca_pallida,Cranioleuca
Drymophila_ferruginea,Drymophila
Drymophila_malura,Drymophila
Haplospiza_unicolor,Haplospiza
Hemithraupis_ruficapilla,Hemithraupis
Ilicura_militaris,Ilicura
Knipolegus_cyanirostris,Knipolegus
Knipolegus_lophotes,Knipolegus
Lepidocolaptes_squamatus,Lepidocolaptes
Lochmias_nematura,Lochmias
Mackenziaena_severa,Mackenziaena
Melanopareia_torquata,Melanopareia
Mionectes_rufiventris,Mionectes
Muscipipra_vetula,Muscipipra
Myiobius_atricaudus,Myiobius
Myiornis_auricularis,Myiornis
Neopelma_chrysolophum,Neopelma
Pachyramphus_castaneus,Pachyramphus
Phibalura_flavirostris,Phibalura
Philydor_rufum,Philydor
Philydor_atricapillus,Philydor
Pipra_fasciicauda,Pipra
Polystictus_superciliaris,Polystictus
Procnias_nudicollis,Procnias
Pyriglena_leucoptera,Pyriglena
Pyroderus_scutatus,Pyroderus
Schiffornis_virescens,Schiffornis
Synallaxis_ruficapilla,Synallaxis
Synallaxis_spixi,Synallaxis
Synallaxis_cinerascens,Synallaxis
Tangara_cyanoventris,Tangara
Thamnophilus_torquatus,Thamnophilus
Todirostrum_poliocephalum,Todirostrum
Xiphocolaptes_albicollis,Xiphocolaptes
Thalurania_glaucopis,Thalurania
Streptoprocne_biscutata,Streptoprocne
Caprimulgus_sericocaudatus,Caprimulgus
Aphantochroa_cirrochloris,Aphantochroa
Baryphthengus_ruficapillus,Baryphthengus
Campephilus_robustus,Campephilus
Celeus_flavescens,Celeus
Chaetura_cinereiventris,Chaetura
Alectrurus_tricolor,Alectrurus
Corythopis_delalandi,Corythopis
Euscarthmus_rufomarginatus,Euscarthmus
Geositta_poeciloptera,Geositta
Hylocryptus_rectirostris,Hylocryptus
Hypoedaleus_guttatus,Hypoedaleus
Chamaeza_campanisona,Chamaeza
Heliobletus_contaminatus,Heliobletus
Knipolegus_nigerrimus,Knipolegus
Cyanocorax_cristatellus,Cyanocorax
Hylophilus_amaurocephalus,Hylophilus
Phyllomyias_fasciatus,Phyllomyias
Capsiempis_flaveola,Capsiempis
Cypsnagra_hirundinacea,Cypsnagra
Thryothorus_longirostris,Thryothorus
Sporophila_plumbea,Sporophila
Cissopis_leverianus,Cissopis
Euphonia_pectoralis,Euphonia
Icterus_jamacaii,Icterus
Neothraupis_fasciata,Neothraupis
Saltator_atricollis,Saltator
