"Species","PC1","PC2","PC3","Range_size","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial"
"Microhierax_melanoleucos",0.48118452723583,-0.347376696432023,0.11773753462549,14.9268104409809,60,30,10,0,0,0,0,0,0,0,0,0,40,20,20,0,20
"Miliaria_calandra",-0.0217192607713913,0.0305734765981648,0.0968115484119155,16.3007332644743,30,0,0,0,0,0,0,0,50,20,0,0,90,10,0,0,0
"Milvago_chimachima",2.56397634154232,0.201274449915106,-0.32787967387054,16.5255351741895,20,10,20,20,0,20,10,0,0,0,0,0,100,0,0,0,0
"Milvago_chimango",2.47381131998164,0.246187963178699,-0.33382666538075,15.4433572389515,20,20,10,0,0,50,0,0,0,0,0,0,100,0,0,0,0
"Milvus_migrans",3.38925901768302,0.367989595490744,-0.27823847617702,17.6760756937732,0,10,10,10,0,70,0,0,0,0,0,20,60,0,0,0,20
"Milvus_milvus",3.64109270816549,0.471666564046569,-0.17396158058679,14.9826017827495,0,30,0,0,0,70,0,0,0,0,0,0,100,0,0,0,0
"Mimus_gilvus",0.267605048184389,0.256730518833751,-0.172934369270623,15.1853843542828,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"Mimus_patagonicus",0.152163902091839,0.478693587308684,-0.0815578663360729,14.6975004595786,80,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0,0
"Mimus_polyglottos",0.209672900597524,0.406316521304324,-0.256454404857604,16.3871393338447,50,0,0,0,0,0,50,0,0,0,0,0,70,30,0,0,0
"Mimus_saturninus",0.486277860391923,0.317354314182554,-0.189386792370319,15.9354260667268,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Mimus_thenca",0.423854486947079,0.467833164550075,-0.17357393727458,13.1185233483676,50,0,0,0,0,0,50,0,0,0,0,0,60,20,20,0,0
"Mimus_triurus",0.102952298854409,0.392735675404444,-0.189392303333797,15.2103856502131,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Minla_cyanouroptera",-1.12425514181249,0.346788762160631,-0.101342767351649,15.2134673159879,40,0,0,0,0,0,30,0,30,0,0,0,0,0,20,80,0
"Minla_ignotincta",-1.42772243605219,0.430485477607523,-0.0461357731161825,14.5771368302768,80,0,0,0,0,0,0,0,20,0,0,0,0,33,33,33,0
"Minla_strigula",-1.05720963155382,0.409877517492791,-0.075650566610894,14.3274822858206,80,0,0,0,0,0,10,0,10,0,0,0,0,30,40,30,0
"Mionectes_macconnelli",-1.42535552205896,-0.00149562659888286,0.0938675866296275,15.1166175151269,70,0,0,0,0,0,30,0,0,0,0,0,0,20,80,0,0
"Mionectes_oleagineus",-1.48521218374289,-0.00770757721559784,-0.0188079857800237,16.22198640416,20,0,0,0,0,0,80,0,0,0,0,0,0,50,50,0,0
"Mionectes_rufiventris",-1.17296916590725,-0.0419590703857966,-0.104212876139775,14.1301229824213,50,0,0,0,0,0,50,0,0,0,0,0,0,10,90,0,0
"Mirafra_africana",-0.0440909952984285,0.123665898339138,0.00554503771422022,15.7752783882765,80,0,0,0,0,0,0,0,20,0,0,0,80,20,0,0,0
"Mirafra_apiata",-0.53405164755715,0.0777370961077078,-0.0483594839808442,14.8141373177309,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0
"Mirafra_cheniana",-0.687755798161383,-0.0441536231235921,0.202963735325288,13.1908438698755,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0
"Mirafra_erythroptera",-0.837558394471974,-0.0239095541539933,0.0328326434542175,14.8457426456854,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"Mirafra_javanica",-0.701480267890116,-0.172560618147309,0.0580358174811842,16.6795674803117,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"Mirafra_rufocinnamomea",-0.70450918473424,0.179280206716592,0.0240213062285298,16.3131045552526,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0
"Mirafra_sabota",-0.732826659869128,0.114446598600896,0.0195701936593516,14.9709057466483,80,0,0,0,0,0,0,0,10,10,0,0,70,30,0,0,0
"Mniotilta_varia",-1.49288466772871,0.15593347183534,-0.106344804450239,15.6158506757,80,0,0,0,0,0,20,0,0,0,0,0,0,20,60,20,0
"Molothrus_aeneus",0.512753136550863,-0.184306707145308,-0.00351421242311489,14.8323196301765,70,0,0,0,0,0,0,0,30,0,0,0,80,10,10,0,0
"Molothrus_ater",0.0286382793096105,-0.118302569256587,-0.0475729643777435,15.7995430068986,40,0,0,0,0,0,0,0,60,0,0,0,80,10,10,0,0
"Molothrus_bonariensis",0.153249022073059,-0.114348879646739,-0.12217196505298,16.6263285175469,70,0,0,0,0,0,0,0,30,0,0,0,100,0,0,0,0
"Molothrus_oryzivorus",1.70833061528548,-0.078701783964886,-0.0264104872802001,16.3688959104161,30,0,0,0,0,0,40,30,0,0,0,0,40,10,10,40,0
"Molothrus_rufoaxillaris",0.219057736766216,0.0246837458073867,-0.113387823083314,15.5499394820087,30,0,0,0,0,0,10,0,60,0,0,0,90,10,0,0,0
"Momotus_momota",1.63761701441215,-0.488886981831504,-0.212473644583836,16.2637507118162,50,10,10,0,0,0,30,0,0,0,0,0,30,30,30,10,0
"Monasa_morphoeus",1.14266551789992,-0.651866434021467,0.0101023434221086,15.6834708525706,80,0,10,0,0,0,10,0,0,0,0,0,33,33,33,0,0
"Monasa_nigrifrons",1.21767767380371,-0.727052221497997,-0.0957124054442553,15.8801124355698,70,0,30,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"Monticola_brevipes",-0.204536345069631,-0.00724738869940884,-0.0900612786833712,14.2659244308728,80,0,0,0,0,0,10,0,10,0,0,0,100,0,0,0,0
"Monticola_explorator",-0.0648602371680455,0.180351564307936,-0.015199025230423,13.5405170672531,60,0,0,0,0,0,20,0,20,0,0,0,80,20,0,0,0
"Monticola_gularis",-0.295400746126429,0.134379385519691,-0.0369626623148626,14.8141373177309,100,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0
"Monticola_rufiventris",0.322063407520857,0.204467416614345,-0.172434401126474,15.2226557397822,80,0,10,0,0,0,10,0,0,0,0,0,100,0,0,0,0
"Monticola_rupestris",0.35247658944322,0.0814355803714481,-0.0107767753452067,13.6923228946954,40,0,10,0,0,0,20,10,20,0,0,0,80,10,10,0,0
"Monticola_solitarius",0.339054034047489,0.105624725723277,-0.134437871995424,17.1655122415937,40,10,20,0,0,0,20,0,10,0,0,0,80,0,20,0,0
"Morphnus_guianensis",4.25486847059381,0.490576757658502,-0.218700410689436,16.4059900319886,0,60,40,0,0,0,0,0,0,0,0,0,0,0,33,33,33
"Motacilla_aguimp",-0.515940292777892,0.474624242854988,-0.23504964245269,16.4788967975244,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Motacilla_alba",-0.697572290216961,0.484983949396372,-0.201956047162653,17.3655870186329,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Motacilla_capensis",-0.781304649721647,0.400632021530466,-0.222372187088855,15.4555080543626,80,0,10,10,0,0,0,0,0,0,0,0,100,0,0,0,0
"Motacilla_cinerea",-0.967648682047082,0.374899960256045,-0.232114446161553,17.1785332584427,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Motacilla_citreola",-0.803266999934404,0.466745974072709,-0.309457299885487,15.8381708099193,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Motacilla_flava",-0.963009174611592,0.341201747566962,-0.193983329787238,17.363797148867,70,0,0,0,0,0,10,0,10,10,0,0,100,0,0,0,0
"Motacilla_madaraspatensis",-0.325179123468447,0.449362336228646,-0.267322467725405,15.0926026455398,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Mulleripicus_funebris",1.62525218871813,-0.372635595884228,0.0751950694770426,13.3008445705457,100,0,0,0,0,0,0,0,0,0,0,0,0,20,40,40,0
"Muscicapa_dauurica",-1.42000084143217,-0.114552654900112,-0.135319688175667,15.9233958479031,100,0,0,0,0,0,0,0,0,0,0,0,20,40,40,0,0
"Muscicapa_ferruginea",-1.53914254217029,0.0867993274454548,0.0441894680027839,14.6391284782394,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"Muscicapa_griseisticta",-1.20316627797116,0.171578390896394,-0.0188339432587304,14.9709057466483,80,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0,0
"Muscicapa_randi",-1.21596814448597,0.0952448927765615,0.233591618882431,12.6076990630639,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"Muscipipra_vetula",-0.11667502449167,0.108945307997768,-0.393758439428477,13.9622422432361,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Muscisaxicola_capistratus",-0.400157382343721,0.406182407292296,-0.311230147479272,14.3924870784106,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Muscisaxicola_cinereus",-0.740029935737121,0.544925710070239,-0.419572751061318,14.044763198526,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Muscisaxicola_maclovianus",-0.608752218111211,0.613395734785884,-0.335784389372941,15.0536596826645,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Muscisaxicola_maculirostris",-1.03755084090358,0.388790563379543,-0.34769920630653,14.5654407960067,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Myadestes_occidentalis",-0.292721709572427,0.460825594989435,-0.138194071608379,13.9939909145655,70,0,0,0,0,0,30,0,0,0,0,0,0,20,80,0,0
"Myadestes_townsendi",-0.255071506139727,0.497911281266005,-0.268518193459264,15.5049881022614,50,0,0,0,0,0,20,0,20,10,0,0,0,0,60,20,20
"Mycerobas_affinis",1.12761951114996,-0.680584811548008,-0.0179721032596931,14.5944283193828,10,0,0,0,0,0,20,0,50,20,0,0,33,33,33,0,0
"Mycerobas_carnipes",0.992878871037593,-0.893120046523379,-0.131791190262218,16.147446678688,10,0,0,0,0,0,60,0,30,0,0,0,0,33,33,33,0
"Mycerobas_melanozanthos",0.991344890140581,-1.06902701068611,-0.00428427142972262,14.7229471148388,0,0,0,0,0,0,40,0,40,20,0,0,20,20,40,20,0
"Myiarchus_cinerascens",-0.0115009850786439,-0.23585548226924,-0.285897446550558,14.4535229357447,70,0,10,0,0,0,20,0,0,0,0,0,0,70,30,0,0
"Myiarchus_ferox",-0.0628087343843197,-0.424350177665039,-0.18346375042495,16.3766179559114,50,0,0,0,0,0,50,0,0,0,0,0,0,80,20,0,0
"Myiarchus_swainsoni",-0.14960997062093,-0.472922893535771,-0.174176019525618,16.325324665588,70,0,0,0,0,0,20,0,10,0,0,0,0,100,0,0,0
"Myiarchus_tuberculifer",-0.456089157133525,-0.354946822424021,-0.291392452973084,16.3473475759049,80,0,0,0,0,0,10,0,10,0,0,0,0,33,33,33,0
"Myiarchus_tyrannulus",0.115119699927711,-0.509523754333992,-0.0589886237001202,16.3532705937385,70,0,10,0,0,0,20,0,0,0,0,0,20,80,0,0,0
"Myiobius_atricaudus",-1.42849556064032,-0.0332262174350075,-0.147505557978655,15.7025190446274,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"Myiobius_barbatus",-1.38561456061375,0.0183455552042932,-0.0561334093107496,15.8431009753765,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"Myioborus_miniatus",-1.42859644903452,0.112330557603227,-0.301156396004379,15.028064142992,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"Myioborus_pictus",-1.35343509616018,0.209597065807457,-0.333873202020698,13.9729375231664,80,0,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0
"Myiodynastes_maculatus",0.524133949535093,-0.818950287973716,-0.0705025255114209,16.3079684375546,40,0,30,0,0,0,30,0,0,0,0,0,0,0,100,0,0
"Myiopagis_caniceps",-1.58076876076011,0.148007580354226,-0.0640322560917329,16.1570737075848,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,100,0
"Myiopagis_flavivertex",-1.3725285464536,0.0897720658913121,-0.102775335507745,14.6819157350638,100,0,0,0,0,0,0,0,0,0,0,0,0,20,30,50,0
"Myiopagis_gaimardii",-1.48783386974671,0.108330137442478,-0.00523661236821893,16.1155029338848,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,100,0
"Myiopagis_viridicata",-1.48356539597618,0.116434803918204,-0.0495941935421625,16.1594660529936,60,0,0,0,0,0,20,0,20,0,0,0,0,0,50,50,0
"Myioparus_plumbeus",-1.37130620924706,0.206504907995977,-0.0883189983641406,16.2038658646949,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0
"Myiophobus_fasciatus",-1.4017958173764,-0.252481049629357,-0.0800366003535762,16.3532705937385,80,0,0,0,0,0,20,0,0,0,0,0,0,100,0,0,0
"Myiopsitta_monachus",1.50869191310331,-0.851158711150716,0.0920811701487484,16.1923714863302,10,0,0,0,0,0,30,0,30,30,0,0,20,20,40,20,0
"Myiornis_auricularis",-2.352293465916,-0.202303812464063,0.15052873301307,14.3422973627923,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"Myiornis_ecaudatus",-2.66452995366545,-0.428104925264532,0.494743073498777,15.8315592164647,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"Myiozetetes_cayanensis",-0.55823095355831,0.0251908688769029,-0.0386240667537409,16.0254225102284,70,0,0,0,0,0,30,0,0,0,0,0,50,30,20,0,0
"Myiozetetes_similis",-0.454221052303923,-0.00397000982398804,-0.0391522524005064,16.3823706079579,40,0,10,0,0,0,40,0,10,0,0,0,20,20,40,20,0
"Myophonus_caeruleus",1.55775545765385,0.187124660332714,-0.154079354068242,15.9004415146551,60,0,10,0,0,0,30,0,0,0,0,0,100,0,0,0,0
"Myrmeciza_atrothorax",-1.1592838477908,0.0297670639949968,0.0198924243348221,15.8282369547159,90,0,10,0,0,0,0,0,0,0,0,0,60,40,0,0,0
"Myrmeciza_squamosa",-0.998306905079821,0.2005648971398,-0.0629258133144464,13.0672301596482,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0
"Myrmecocichla_cinnamomeiventris",-0.0203053472231112,0.358337089003749,-0.230579336427506,15.5299610186395,40,0,0,0,0,0,40,20,0,0,0,0,50,0,30,20,0
"Myrmecocichla_formicivora",0.0152155778754179,0.0126864693922006,-0.0651613335312225,14.7477622740674,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0
"Myrmoborus_myotherinus",-0.974277655258138,-0.128849728746699,0.0784592586349749,15.5586922715802,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"Myrmornis_torquata",-0.258450610946454,-0.0249091611876777,0.277386620396771,15.2196023030441,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Myrmotherula_axillaris",-1.74821122639199,-0.237025771080417,0.0222630736885276,16.0322298877121,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"Myrmotherula_gularis",-1.56900089818038,-0.217181381644781,0.151676913117045,13.5885262247275,100,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"Myrmotherula_hauxwelli",-1.72819683908277,-0.165540613558735,0.210116747022387,15.4085278547692,90,0,10,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"Myrmotherula_longipennis",-1.5950888233049,-0.290622261666957,0.0486118691848761,15.5845001510784,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"Myrmotherula_menetriesii",-1.69499417782639,-0.304975584043442,0.0606328164204586,15.7787810183351,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"Myrmotherula_multostriata",-1.96070609744773,-0.227516405682641,0.179739931619864,15.5049881022614,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"Myzornis_pyrrhoura",-1.52051524143999,0.283275086287222,-0.0653683190958755,12.9560047731688,60,0,0,0,0,0,20,20,0,0,0,0,0,80,20,0,0
"Nandayus_nenday",1.86635202749654,-0.900300389787319,-0.11409104801721,13.8839901166233,0,0,0,0,0,0,30,0,30,40,0,0,100,0,0,0,0
"Nasica_longirostris",1.41709220292664,-0.635117194081366,-0.176070651086422,15.6581530485463,90,0,10,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"Nectarinia_afra",-1.15681325701118,-0.334722164367369,-0.143067725127427,13.5885262247275,60,0,0,0,0,0,0,40,0,0,0,0,0,20,40,20,20
"Nectarinia_amethystina",-1.30904443737455,-0.263744221545146,0.127119109147607,15.6055093236229,50,0,0,0,0,0,0,50,0,0,0,0,0,20,40,40,0
"Nectarinia_asiatica",-1.59289751823516,-0.468005143929579,0.00100343265085079,15.816521341118,40,0,0,0,0,0,30,30,0,0,0,0,20,20,20,20,20
"Nectarinia_famosa",-0.742013445272246,-0.317644814194669,-0.26165139780928,14.7477622740674,40,0,10,0,0,0,0,50,0,0,0,0,20,50,10,0,20
"Nectarinia_jugularis",-1.72501790801427,-0.400933197002031,0.164649018257064,16.1677944763044,40,0,0,0,0,0,30,30,0,0,0,0,0,60,20,20,0
"Nectarinia_mariquensis",-1.22602565102239,-0.258085856702524,-0.0933140842130694,15.3957888315983,40,0,0,0,0,0,0,60,0,0,0,0,0,0,30,50,20
"Nectarinia_sperata",-2.07106603219215,-0.306292331215189,0.120756905157934,15.3185200673494,30,0,0,0,0,0,20,30,20,0,0,0,0,20,40,40,0
"Nectarinia_talatala",-1.57358281420071,-0.346296245094748,-0.069679905501703,15.1885439137714,80,0,0,0,0,0,0,20,0,0,0,0,0,40,40,20,0
"Nemosia_pileata",-1.03978837977365,-0.162229793637764,0.00361944462577707,16.1772285076443,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"Neochelidon_tibialis",-1.76824888702895,0.547709837857109,-0.0827913909640962,15.5433242440615,100,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0
"Neomorphus_squamiger",2.62023397565769,-0.146316533171659,-0.107832123927108,14.8677215446449,50,0,30,0,0,10,0,0,10,0,0,0,100,0,0,0,0
"Neopelma_chrysolophum",-1.19488956151401,0.0975317529237861,0.0140360869114283,12.6076990630639,50,0,0,0,0,0,50,0,0,0,0,0,0,50,50,0,0
"Neopelma_pallescens",-0.910344643181134,-0.0750625201629651,-0.0256425616631987,15.028064142992,80,0,0,0,0,0,20,0,0,0,0,0,0,50,50,0,0
"Neophron_percnopterus",3.8979652713309,0.784029010450158,0.100187040361313,16.8484228174827,10,20,0,10,0,60,0,0,0,0,0,0,100,0,0,0,0
"Neothraupis_fasciata",-0.471418760538836,-0.240807319486132,0.0405197274082678,14.8457426456854,80,0,0,0,0,0,10,0,10,0,0,0,60,20,20,0,0
"Neoxolmis_rufiventris",0.589308014820033,0.370832437085452,-0.121473538894185,14.1570304159587,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Nilaus_afer",-0.777354447640295,-0.166638983058692,-0.0510221039019906,16.5062957698284,100,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0
"Niltava_davidi",-0.712217914789598,0.387349482140088,-0.102138949531969,14.8633642408007,50,0,0,0,0,0,50,0,0,0,0,0,0,100,0,0,0
"Niltava_grandis",-0.33039615283045,0.164245493632874,-0.142305789816596,14.9268104409809,50,0,10,0,0,0,40,0,0,0,0,0,0,50,50,0,0
"Niltava_macgrigoriae",-1.49573158865904,0.251506817356626,-0.067574493008741,14.7815004006392,80,0,0,0,0,0,20,0,0,0,0,0,0,100,0,0,0
"Ninox_philippensis",1.08968782768624,0.211305378505571,0.0158697068726767,13.6040303919587,50,50,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0
"Ninox_scutulata",1.54717598302119,0.190979773099812,0.0289729951740473,16.1795731743828,60,20,20,0,0,0,0,0,0,0,0,0,30,0,20,20,30
"Nisaetus_nipalensis",4.37974722469741,0.590991267300135,0.140889075974814,15.3073778932887,0,80,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Nisaetus_philippensis",3.72211166403877,0.404637876604229,-0.129125949358639,13.4549950113615,0,100,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0
"Nonnula_rubecula",-0.651669075075574,-0.654756007752026,0.0336158578372566,15.6660116339189,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"Notharchus_swainsoni",1.01160189080166,-1.2269237243452,0.0304468546187575,14.0348128756241,80,0,0,0,10,0,0,0,0,10,0,0,33,33,33,0,0
"Notharchus_tectus",-0.187240198200081,-1.08192006172485,0.185808035169073,15.7119087835611,100,0,0,0,0,0,0,0,0,0,0,0,0,20,20,60,0
"Nothura_maculosa",0.673635929952168,0.698823039446685,0.78381577319032,15.7304278285741,40,0,0,0,0,0,30,0,30,0,0,0,100,0,0,0,0
"Nucifraga_caryocatactes",2.15654734059576,-0.512419364585689,-0.190895249576734,16.9912836739074,30,10,0,0,0,0,0,0,60,0,0,0,40,20,20,20,0
"Numida_meleagris",3.01822627440048,0.486542220509821,0.500086398021816,16.6894615533953,30,0,0,0,0,0,10,0,20,40,0,0,100,0,0,0,0
"Nyctibius_aethereus",1.86592856014445,1.09342237392,0.148809519085837,15.6260861779113,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0
"Nyctibius_grandis",2.25866851448821,0.889374285973889,0.125418881034119,16.5708870724924,90,10,0,0,0,0,0,0,0,0,0,0,0,10,60,10,20
"Nyctibius_griseus",1.06778684511605,0.731525965228366,0.0773045533129343,16.5549250426757,100,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10
"Nyctibius_jamaicensis",1.48286429003704,0.92208221767585,0.0637807661990922,14.4335887314817,100,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10
"Nyctibius_leucopterus",0.312355466083311,0.633446182436311,0.0909038774635117,15.231760504556,100,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10
"Nyctidromus_albicollis",0.0542685755331245,0.972144128284265,-0.2215403143415,16.5943623274384,100,0,0,0,0,0,0,0,0,0,0,0,40,30,20,0,10
"Nyctiphrynus_ocellatus",-0.538758010421229,1.0207779735788,-0.112492814135693,15.3458441656277,100,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,70
"Nyctiprogne_leucopyga",-1.13725013044231,1.29338200477064,-0.0891502542780468,15.646248147937,100,0,0,0,0,0,0,0,0,0,0,10,30,10,40,0,10
"Nystalus_chacuru",0.348706678096099,-0.921889583407468,0.291281876157914,15.4627283009406,70,0,30,0,0,0,0,0,0,0,0,0,33,33,33,0,0
"Nystalus_striolatus",0.462784594159156,-0.976882239457588,0.12611416975024,15.1166175151269,80,0,20,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"Ocyceros_birostris",3.56155138986804,-1.39917029136313,-0.257317979501335,14.7719765227701,0,10,10,0,0,0,80,0,0,0,0,0,20,10,40,20,10
"Odontophorus_capueira",1.60528443659822,0.278917647350956,0.688299060791725,14.6553889920331,0,0,0,0,0,0,80,0,20,0,0,0,100,0,0,0,0
"Odontophorus_gujanensis",1.42261089801398,0.241785171359477,0.569180819248332,15.9920860936798,50,0,0,0,0,0,20,0,30,0,0,0,100,0,0,0,0
"Oena_capensis",-0.822034844831277,1.17504937335148,0.0695982548525839,16.8808836181809,10,0,0,0,0,0,0,0,90,0,0,0,80,20,0,0,0
"Oenanthe_chrysopygia",-0.670633806005054,0.30442408694722,-0.190609372066398,15.2347770973647,70,0,10,0,0,0,10,0,10,0,0,0,80,10,10,0,0
"Oenanthe_deserti",-0.780878723028536,0.395630296593725,-0.262552406019929,16.5062957698284,90,0,0,0,0,0,0,0,10,0,0,0,50,20,20,10,0
"Oenanthe_isabellina",-0.466890940001995,0.312696624716207,-0.12571841226185,16.496961803674,70,0,0,0,10,0,0,0,20,0,0,0,100,0,0,0,0
"Oenanthe_leucura",-0.267973871615647,0.289348848569954,0.0264697015678275,14.6170281410452,70,0,10,0,0,0,10,0,0,10,0,0,100,0,0,0,0
"Oenanthe_monticola",-0.16688346592124,0.290887314720378,-0.250173417516052,14.5048162037152,80,0,0,0,0,0,0,0,0,20,0,0,80,10,10,0,0
"Oenanthe_picata",-0.730023564709581,0.35182602400248,-0.208692727572761,16.0019245415696,90,0,0,0,0,0,10,0,0,0,0,0,100,0,0,0,0
"Oenanthe_pileata",-0.350205725577014,0.149466185016112,-0.230543785061379,15.7926701285592,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Onychognathus_morio",1.27234177587329,0.161517757629379,-0.0733631942480416,15.4359952439613,20,0,10,0,0,10,40,10,10,0,0,0,20,30,30,20,0
"Onychorhynchus_coronatus",-0.72411421709817,-0.582449162436339,-0.180469349635431,15.7450000333015,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"Onychorhynchus_swainsoni",-0.347137317007638,-0.634335890167381,-0.290479155637312,12.068704952438,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"Opisthocomus_hoazin",2.98590231919465,0.753710169187767,-0.17485413092242,15.9517348028269,0,0,0,0,0,0,0,0,0,100,0,0,0,20,80,0,0
"Oporornis_formosus",-1.19812519767139,0.117097149625258,-0.110053925008635,14.8677215446449,80,0,0,0,0,0,10,0,10,0,0,0,80,20,0,0,0
"Oporornis_tolmiei",-1.53402993979646,0.189597517277752,-0.128292093591866,14.2971769547657,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"Orchesticus_abeillei",0.0646804121856804,-0.478363246352247,-0.13937952796172,12.7969404857792,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"Oreortyx_pictus",0.937103983414397,0.488361005103327,0.572447611611756,13.8116695250796,0,0,0,0,0,0,20,0,40,40,0,0,80,20,0,0,0
"Oreoscoptes_montanus",0.0190865608569822,0.273813670843252,-0.129047375432189,14.6975004595786,80,0,0,0,0,0,10,0,10,0,0,0,100,0,0,0,0
"Oreotrochilus_leucopleurus",-1.82157390517489,-0.278888339529025,0.106056371985091,13.6192978453697,10,0,0,0,0,0,0,90,0,0,0,0,0,90,10,0,0
"Oriolus_chinensis",1.26203781453666,-0.537632917984324,-0.194157232690297,15.7700013319211,20,10,0,0,10,0,60,0,0,0,0,0,20,10,30,40,0
"Oriolus_larvatus",0.664190036469953,-0.141105762241899,-0.0947000874513748,15.8705885552726,40,0,0,0,0,0,40,10,10,0,0,0,10,20,30,40,0
"Oriolus_tenuirostris",0.93670562485545,-0.305952815623587,-0.0490955709959056,14.2336635895517,30,0,0,0,0,0,40,30,0,0,0,0,20,10,30,40,0
"Oriolus_traillii",0.936832256020044,-0.171741792557485,-0.200769088844075,14.8187139830762,30,0,0,0,0,0,40,30,0,0,0,0,0,0,30,70,0
"Oriolus_xanthornus",0.641636301448579,-0.283664052558847,-0.160622998690388,15.5845001510784,20,0,0,0,0,0,70,10,0,0,0,0,20,10,30,40,0
"Oriturus_superciliosus",-0.109669136487977,-0.172521804424492,0.113286678389819,13.2797911969453,40,0,0,0,0,0,20,0,30,10,0,0,70,30,0,0,0
"Ornithion_inerme",-2.20902125198863,-0.0848180588056656,0.206113365739595,15.8705885552726,100,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0
"Ortalis_canicollis",2.48180712505326,0.84766609902182,-0.0493350958540859,14.2336635895517,20,0,0,0,0,0,30,0,10,40,0,0,20,0,40,40,0
"Ortalis_guttata",2.25001975898541,0.956848247058402,0.103605025358357,15.6757488076739,0,0,0,0,0,0,90,0,10,0,0,0,0,0,50,50,0
