"Species","PC1","PC2","PC3","Range_size","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial"
"Contopus_pertinax",-0.062786009855858,-0.298208662569168,-0.249449646139548,14.0836030015517,90,0,0,0,0,0,10,0,0,0,0,0,0,0,100,0,0
"Copsychus_saularis",0.127476362191275,-0.095189341968839,-0.239164200718397,16.3552371625552,70,0,0,0,10,0,10,10,0,0,0,0,80,20,0,0,0
"Coracias_benghalensis",1.83317326670383,-0.493879655752479,-0.0759875652825615,15.6199574569754,50,20,30,0,0,0,0,0,0,0,0,0,80,10,10,0,0
"Coracias_caudatus",1.4118901845822,-0.459406651839293,-0.0847629441524641,16.1352810797129,50,20,30,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Coracina_coerulescens",0.728160308670112,-0.257414341079426,-0.140980166817823,12.52068799027,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"Coracina_javensis",1.14676709482963,-0.482365363070611,-0.305771705439272,15.4433572389515,80,0,0,0,0,0,20,0,0,0,0,0,0,0,20,80,0
"Coracina_melaschistos",0.102418165248803,0.220092803694307,-0.197350861278251,15.3671783035335,80,0,0,0,0,0,20,0,0,0,0,0,0,20,0,80,0
"Coracina_mindanensis",0.49549181843537,-0.192232484658992,-0.0453486195428158,13.4186274203043,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"Coracina_striata",1.31562824114485,-0.466968718323275,0.00443910880191395,15.0536596826645,70,0,0,0,0,0,30,0,0,0,0,0,0,0,60,40,0
"Coragyps_atratus",3.93651683267809,0.370777908685143,0.158471833999557,17.0016303772662,0,10,10,10,0,70,0,0,0,0,0,0,100,0,0,0,0
"Corvus_albus",3.3234391583045,-0.29442164416426,-0.245130790943906,16.9268491543014,40,20,20,10,0,10,0,0,0,0,0,0,60,10,10,10,10
"Corvus_brachyrhynchos",3.11262429026975,-0.175882615461742,-0.272656780363179,15.9721139627811,20,10,10,10,0,20,20,0,10,0,0,0,80,20,0,0,0
"Corvus_capensis",3.39792672452056,-0.275407050066677,-0.263310943447566,15.6075861672214,20,10,10,0,0,10,10,0,20,20,0,0,90,10,0,0,0
"Corvus_corax",4.1437238885871,-0.446244159620251,-0.304737400735657,18.0200855546397,10,20,10,10,0,20,10,0,10,10,0,0,80,0,10,0,10
"Corvus_corone",3.28241959084253,-0.206087217572415,-0.17295283959126,17.3347147656784,30,20,20,0,0,20,0,0,10,0,0,0,90,0,0,0,10
"Corvus_cryptoleucus",3.40185686991543,-0.348415689638137,-0.26740929205696,14.5886976473112,30,20,10,10,0,10,10,0,10,0,0,0,90,10,0,0,0
"Corvus_dauuricus",2.0157223392707,-0.0283648408075147,-0.171314239977241,15.4384552693162,60,0,0,0,0,0,0,0,40,0,0,0,50,20,20,10,0
"Corvus_enca",2.73321393857899,-0.504610606579419,-0.362207247656501,15.1267356425519,30,0,10,0,0,10,50,0,0,0,0,0,20,30,50,0,0
"Corvus_frugilegus",3.0939575108065,-0.340910439298116,-0.177351396043499,16.6058964799715,30,10,10,0,0,10,0,0,40,0,0,0,90,10,0,0,0
"Corvus_macrorhynchos",3.38957419932375,-0.509612636837096,-0.22219569177805,16.7219791173991,20,10,10,0,0,30,20,0,10,0,0,0,100,0,0,0,0
"Corvus_monedula",2.13191792933755,-0.0803143956303863,-0.0857003440211683,16.5197187892562,30,10,0,0,0,0,30,0,30,0,0,0,50,20,20,10,0
"Corvus_splendens",2.62146352427867,-0.353205620568719,-0.197057841207875,15.8561304739626,20,10,0,10,0,50,0,10,0,0,0,0,60,20,10,0,10
"Corvus_torquatus",3.08795092583948,-0.188611994892203,-0.202995352405197,14.8806806847918,50,0,0,0,0,10,0,0,40,0,0,0,100,0,0,0,0
"Coryphaspiza_melanotis",-1.08454745167894,-0.161523151574089,0.0226949041611709,14.8457426456854,40,0,0,0,0,0,20,0,30,10,0,0,0,50,50,0,0
"Coryphospingus_cucullatus",-1.04847009863588,-0.24410127989186,-0.0526164509231138,15.4335291519546,0,0,0,0,0,0,50,0,50,0,0,0,0,60,40,0,0
"Coryphospingus_pileatus",-0.831037940916554,-0.48006749883347,-0.0623210654078771,15.1499539264689,50,0,0,0,0,0,0,0,50,0,0,0,0,60,40,0,0
"Corythaixoides_concolor",2.0322849273763,0.499686859595325,-0.219094818667027,15.3750627053936,10,0,0,0,0,0,70,0,0,20,0,0,30,20,30,20,0
"Corythopis_delalandi",-1.19285591295813,0.116890023702683,-0.0539261166794367,14.9511031256508,90,0,10,0,0,0,0,0,0,0,0,0,80,20,0,0,0
"Corythopis_torquatus",-1.09034312656428,0.089339642975915,-0.165951735660794,15.8131486570961,90,0,10,0,0,0,0,0,0,0,0,0,80,20,0,0,0
"Cossypha_caffra",-0.540245075579851,0.405260055252913,-0.135911758125569,14.872059944732,100,0,0,0,0,0,0,0,0,0,0,0,80,0,0,20,0
"Cotinga_cayana",0.151139205525207,0.157168878996139,0.123687930393543,15.7874842922468,20,0,0,0,0,0,80,0,0,0,0,0,0,30,50,20,0
"Cotinga_cotinga",-0.112902705659269,0.289879925196205,0.153298637901308,14.7719765227701,0,0,0,0,0,0,100,0,0,0,0,0,0,30,50,20,0
"Coturnix_chinensis",-1.03453448357764,0.376078676179586,0.591559025771591,16.9140105749598,30,0,0,0,0,0,0,0,40,30,0,0,100,0,0,0,0
"Coturnix_coturnix",-0.0921229285824615,0.322494844123328,0.654672427118338,16.8436122251547,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0
"Cranioleuca_obsoleta",-1.49181275168411,0.322599128795039,-0.00321397946417246,13.678138275862,100,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0
"Cranioleuca_pallida",-1.45887810970252,0.227238310681378,-0.119472210750804,13.8116695250796,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"Cranioleuca_pyrrhophia",-1.26633263586456,0.255509471267667,-0.0622860379459027,14.8002802882098,100,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0
"Cranioleuca_sulphurifera",-1.3153558829326,0.188170708602511,-0.0789793732846447,13.8839901166233,100,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0
"Crax_fasciolata",4.11513563642044,0.751332543181182,0.147382746503086,15.3017599022518,0,0,0,0,0,0,80,0,10,10,0,0,80,20,0,0,0
"Crax_rubra",4.37925651933412,0.867603060262244,0.315891827825296,14.2816727778821,10,0,0,0,0,0,80,0,0,10,0,0,80,20,0,0,0
"Creatophora_cinerea",0.338155019778746,0.185741298286324,0.114139318135318,15.9663336005364,60,0,0,0,0,0,30,10,0,0,0,0,33,33,33,0,0
"Crotophaga_ani",1.64493162665806,-0.485682860785606,-0.25985536163282,16.6382422839603,40,20,20,0,0,0,10,0,10,0,0,0,40,30,30,0,0
"Crotophaga_major",2.4725374798172,-0.707330846761638,-0.55151518169238,16.4372425731855,40,0,20,0,0,0,30,0,10,0,0,0,30,20,20,30,0
"Crotophaga_sulcirostris",1.47013744393022,-0.62474808728627,-0.329162812187542,15.3618872870232,60,0,20,0,0,0,10,0,10,0,0,0,90,10,0,0,0
"Crypturellus_cinereus",1.25190178987231,1.03499499422907,0.799366547511645,15.7025190446274,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0
"Crypturellus_cinnamomeus",1.14971782009648,0.877519394923479,0.781276529770511,14.1745747132498,30,0,10,0,0,0,30,0,30,0,0,0,100,0,0,0,0
"Crypturellus_noctivagus",1.58273426647675,0.978585498087713,0.654893530413007,14.5048162037152,30,0,0,0,0,0,0,0,30,40,0,0,100,0,0,0,0
"Crypturellus_obsoletus",1.1637168134486,1.02249266257323,0.751647335596471,14.9511031256508,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"Crypturellus_parvirostris",0.224407203375345,0.698173366414217,0.905999421197985,15.8215591344686,40,0,0,0,0,0,0,0,60,0,0,0,100,0,0,0,0
"Crypturellus_soui",0.384194976802526,1.01423216689864,0.713818181131892,16.3737291722289,20,0,0,0,0,0,40,0,20,20,0,0,100,0,0,0,0
"Crypturellus_strigulosus",1.20450768507494,0.915001476494086,0.739275614412394,14.9709057466483,30,0,0,0,0,0,20,0,40,10,0,0,80,20,0,0,0
"Crypturellus_tataupa",0.70324032692528,0.549800136193256,0.674856293126167,15.6013426516252,50,0,0,0,0,0,0,0,30,20,0,0,50,50,0,0,0
"Crypturellus_undulatus",1.48685279396401,0.905710743754876,0.768474583013925,16.0760325057006,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0
"Crypturellus_variegatus",1.07460337294322,0.747874578638307,0.796782631286572,15.6561787145556,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0
"Cuculus_fugax",1.03841013223977,-0.00621885814315737,-0.283448310018454,15.6341998113638,80,0,0,0,0,0,20,0,0,0,0,0,0,100,0,0,0
"Cuculus_micropterus",1.19655912002377,-0.153358132028347,-0.246023563979789,15.8029618131781,80,0,0,0,0,0,20,0,0,0,0,0,20,0,20,60,0
"Cuculus_saturatus",0.9335159458272,0.21143391601682,-0.214931218787863,16.0773303642809,90,0,0,0,0,0,10,0,0,0,0,0,20,20,40,20,0
"Cuculus_sparverioides",1.46776983624915,0.285953306789669,-0.167539736814326,15.8249036187423,90,0,0,0,0,0,10,0,0,0,0,0,0,0,40,60,0
"Culicicapa_ceylonensis",-1.86111922382536,0.109210064340217,-0.081775331391131,15.8785314077732,100,0,0,0,0,0,0,0,0,0,0,0,0,30,30,40,0
"Culicicapa_helianthea",-1.88583188904777,0.112098340093768,0.00910273943986761,14.0740335578897,100,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0
"Culicivora_caudacuta",-1.9802820339035,0.00562733427142831,0.0918337990777812,14.8545922578177,90,0,0,0,0,0,0,0,10,0,0,0,0,100,0,0,0
"Curaeus_curaeus",0.986936858624266,-0.206194288960287,-0.107932966121371,16.4471481014586,60,10,0,0,0,0,0,30,0,0,0,0,50,50,0,0,0
"Cutia_nipalensis",-0.101353905898905,0.0763461787189327,0.114718336924977,14.2816727778821,70,0,0,0,0,0,10,0,10,10,0,0,0,0,70,30,0
"Cyanerpes_caeruleus",-1.57222803298937,-0.370645496660964,0.274200714976845,15.9142772447996,40,0,0,0,0,0,30,30,0,0,0,0,10,10,20,60,0
"Cyanerpes_cyaneus",-1.32317758786998,-0.277058753173191,0.165825350348082,16.180743449421,40,0,0,0,0,0,40,20,0,0,0,0,0,20,40,40,0
"Cyanocitta_stelleri",1.58601396870289,-0.123856894224996,-0.233716953975455,15.500379800028,20,20,0,0,20,0,20,0,20,0,0,0,40,20,20,20,0
"Cyanocompsa_brissonii",-0.0491597598580573,-0.858144099504975,-0.00157601900000656,15.7593629352309,20,0,0,0,0,0,70,0,10,0,0,0,50,50,0,0,0
"Cyanocompsa_cyanoides",0.257341131524912,-1.02061947516587,-0.0250176414759011,16.0510476452556,20,0,0,0,0,0,70,0,10,0,0,0,70,30,0,0,0
"Cyanocompsa_parellina",-0.810998548368632,-0.403960785841178,-0.0930044221748675,14.0836030015517,20,0,0,0,0,0,70,0,10,0,0,0,20,80,0,0,0
"Cyanocorax_caeruleus",2.4112484513337,-0.267833461004028,-0.133634962614998,13.5885262247275,30,10,0,0,0,0,30,0,30,0,0,0,0,20,70,10,0
"Cyanocorax_chrysops",1.80212813764918,-0.155560900380162,-0.152401900688271,15.1564898957334,80,0,0,0,0,0,20,0,0,0,0,0,10,30,30,30,0
"Cyanocorax_cristatellus",2.13169887925964,-0.301867373153572,-0.287753771231626,15.0926026455398,40,0,0,0,10,0,40,10,0,0,0,0,60,20,20,0,0
"Cyanocorax_cyanomelas",2.09217677594075,-0.186355840859073,-0.167072581700951,14.6225991836022,40,10,0,0,0,10,40,0,0,0,0,0,20,30,40,10,0
"Cyanocorax_cyanopogon",1.51361126213753,-0.0966663657959456,-0.065549446636283,15.0821313486077,50,0,0,0,0,0,50,0,0,0,0,0,10,30,30,30,0
"Cyanocorax_morio",2.47292725684281,-0.351294551667496,-0.41370292015458,14.044763198526,30,10,10,0,0,0,20,30,0,0,0,0,30,20,20,20,10
"Cyanocorax_yncas",1.05218735657039,-0.120250408743192,-0.257827004191304,14.7862285400398,40,10,10,0,0,0,40,0,0,0,0,0,0,70,30,0,0
"Cyanoloxia_glaucocaerulea",-0.632900998618567,-0.373757207555524,-0.1161017546178,14.2659244308728,40,0,0,0,0,0,20,0,30,10,0,0,50,50,0,0,0
"Cyanolyca_nana",0.347776716631564,0.03956590417386,-0.357977380852845,11.0390958604527,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"Cyanopica_cyanus",1.1580284836308,0.182385637647787,-0.292608730893098,15.7230613138468,80,0,0,0,0,0,10,0,10,0,0,0,0,20,60,20,0
"Cyanoptila_cyanomelana",-0.815507589546371,0.138129079161099,-0.00800478389061421,15.0995230864612,90,0,0,0,0,0,10,0,0,0,0,0,0,20,40,40,0
"Cyclarhis_gujanensis",-0.282910424701667,-0.479382350914323,0.0597820801878756,16.5850382511451,100,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0
"Cynanthus_latirostris",-2.57528597200432,-0.734136119535679,0.16524331359457,13.6923228946954,10,0,0,0,0,0,0,90,0,0,0,0,0,50,50,0,0
"Cyornis_hainanus",-0.945109046657787,0.199510381301084,0.227276862284349,14.7128460229493,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"Cyornis_rufigastra",-0.987888316434726,0.0492659357746906,-0.0136685066250785,14.8934740318703,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
"Cyornis_unicolor",-0.810501349049069,0.00422239133124064,-0.0140981572656945,15.2134673159879,100,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,10
"Cypseloides_fumigatus",-1.108361141602,1.02046663403919,0.398566593721581,14.872059944732,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"Cypsiurus_balasiensis",-1.90133014440617,0.715389217360868,-0.178651568725482,16.1130029328336,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"Cypsiurus_parvus",-1.75345130449737,1.18346754522351,-0.162541936279505,16.7048142616245,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,90
"Cypsnagra_hirundinacea",-0.495511977189674,-0.0403253641685819,0.113779884555794,15.2103856502131,80,0,0,0,0,0,20,0,0,0,0,0,30,50,10,0,10
"Cyrtonyx_montezumae",0.75204673851321,0.0458752786585486,0.705596132875503,14.2659244308728,40,0,0,0,0,0,10,0,10,40,0,0,100,0,0,0,0
"Dacnis_cayana",-1.40054009727604,-0.0314947707292937,0.0544626173408009,16.4453543791338,50,0,0,0,0,0,40,0,0,10,0,0,0,0,30,60,10
"Dacnis_lineata",-1.6693562766667,0.0178272859300031,0.104884353303744,15.7646962804448,20,0,0,0,0,0,80,0,0,0,0,0,0,0,30,70,0
"Dactylortyx_thoracicus",0.720153696063961,0.328746914170137,0.684117922220638,13.9622422432361,20,0,0,0,0,0,0,0,40,40,0,0,100,0,0,0,0
"Daptrius_ater",2.74619042914374,0.159368600089209,-0.353747604827358,15.8577472889796,10,20,20,20,0,20,10,0,0,0,0,0,20,20,40,20,0
"Deconychura_longicauda",-0.103551949501288,-0.16029726431747,-0.397954933212677,15.6542004748578,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0
"Delichon_dasypus",-1.40620251135175,0.565500793670192,0.078798417105952,15.9233958479031,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80
"Delichon_nipalense",-1.63071591604826,0.527761984977089,0.113409174453588,13.9622422432361,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80
"Dendrexetastes_rufigula",0.826372880596665,-0.548474343571227,0.00339887351990634,15.3618872870232,90,0,0,0,0,0,10,0,0,0,0,0,0,0,50,50,0
"Dendrocincla_fuliginosa",0.269656136311987,-0.360975469010017,-0.169624615941905,16.1192412556213,80,0,10,0,10,0,0,0,0,0,0,0,33,33,33,0,0
"Dendrocincla_merula",0.2269194773106,-0.11525556614729,-0.0107360922791874,15.646248147937,90,0,10,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"Dendrocincla_turdina",0.290744301737334,-0.326565036347444,-0.194862940477196,14.2894549134606,100,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0
"Dendrocitta_formosae",1.73439675482997,-0.531008777966409,-0.375628652741273,15.3431451092436,40,10,10,0,0,10,10,10,10,0,0,0,30,20,30,20,0
"Dendrocitta_vagabunda",1.57450078300343,-0.240572811630897,-0.401089372170566,15.5716794648494,40,20,10,0,0,10,20,0,0,0,0,0,10,20,20,50,0
"Dendrocolaptes_certhia",1.09863276627784,-0.519653939723017,-0.240489448976412,15.8414602861352,80,0,20,0,0,0,0,0,0,0,0,0,0,10,90,0,0
"Dendrocolaptes_picumnus",1.17092191523178,-0.447861472604959,-0.230305771790711,15.8215591344686,80,0,20,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"Dendrocolaptes_platyrostris",0.95836241794288,-0.574828821998411,-0.201928692773231,15.3458441656277,80,0,0,0,10,0,0,0,0,10,0,0,50,50,0,0,0
"Dendrocopos_assimilis",0.339831145144773,-0.325983371572289,0.0253799538723426,13.9294524491973,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"Dendrocopos_auriceps",0.0323737219432951,-0.163180823239439,-0.0383534529026237,13.0131630557869,70,0,0,0,0,0,20,0,10,0,0,0,10,30,40,20,0
"Dendrocopos_canicapillus",-0.64665707578844,-0.34562661668654,0.192531437614347,16.1935268878536,70,0,0,0,0,0,10,0,10,10,0,0,0,33,33,33,0
"Dendrocopos_hyperythrus",0.169840227129578,-0.189513940025779,0.0017990772041294,14.8278049514589,70,0,0,0,0,0,0,20,0,10,0,0,0,0,50,50,0
"Dendrocopos_kizuki",-0.919297304335346,-0.143226125465853,0.0588248845026917,14.8892277424369,90,0,0,0,0,0,10,0,0,0,0,0,0,0,20,80,0
"Dendrocopos_leucotos",1.29425306441482,-0.447499341426255,0.0601384427415114,16.596679825435,70,0,0,0,0,0,20,0,10,0,0,0,0,20,60,10,10
"Dendrocopos_macei",-0.0250518549684392,-0.317894296462956,0.184516999866166,15.0243535647012,80,0,0,0,0,0,20,0,0,0,0,0,0,20,60,20,0
"Dendrocopos_maculatus",-0.664930081586001,-0.374033186855632,0.174821616471225,13.5071806916134,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0
"Dendrocopos_mahrattensis",-0.0769008529334112,-0.414128709912332,0.0231781610267142,15.1629834233508,80,0,0,0,0,0,10,10,0,0,0,0,0,0,50,50,0
"Dendrocopos_major",1.04459912972996,-0.50388450029278,-0.123938829935298,17.2508840022937,50,10,0,0,0,10,0,0,30,0,0,0,0,20,40,30,10
"Dendrocopos_medius",0.368411497679976,-0.0316713711882091,-0.00979145290895153,15.6055093236229,70,0,0,0,0,0,20,0,10,0,0,0,10,30,30,30,0
"Dendrocopos_minor",-0.70416846130323,-0.140880201951155,-0.0875361092993315,16.9865925005279,90,0,0,0,0,0,10,0,0,0,0,0,0,20,20,60,0
"Dendrocopos_nanus",-1.14972319946597,-0.192729887547437,0.113851171573713,14.9268104409809,70,0,0,0,0,0,20,10,0,0,0,0,0,80,20,0,0
"Dendrocopos_syriacus",0.623857377334247,-0.250005245376607,0.123158720517498,15.3431451092436,50,0,0,0,0,0,20,10,20,0,0,0,20,30,40,10,0
"Dendroica_coronata",-1.34912740636864,0.320596611680429,-0.21698905409113,16.0708241611381,70,0,0,0,0,0,10,10,10,0,0,0,0,50,50,0,0
"Dendroica_dominica",-1.4893127674571,0.0321648235907921,-0.154337331931095,14.8095396101799,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"Dendroica_graciae",-1.7113272715808,0.217317225021481,-0.208398851507328,13.824092032685,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0
"Dendroica_magnolia",-1.68473836405973,0.108776434216278,-0.177440212327546,14.8141373177309,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"Dendroica_nigrescens",-1.5842058569284,0.107118100299443,-0.202064977367014,13.8722940878461,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
"Dendroica_occidentalis",-1.4567776337673,0.175507792314106,-0.18419375397767,14.0930817382908,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"Dendroica_petechia",-1.47845963395315,-0.00325926581125396,-0.1021276885545,15.700630470226,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"Dendroica_townsendi",-1.62801779751698,0.202344827971006,-0.195764645566626,14.5536063439835,100,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,0
"Dendroica_virens",-1.65814724729719,0.172068988611729,-0.172404634710397,15.0206291667241,60,0,0,0,0,0,20,0,0,20,0,0,0,20,60,20,0
"Dendronanthus_indicus",-1.00766629878305,0.204552236228296,-0.163585660108035,15.6075861672214,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"Dendropicos_fuscescens",-0.407040635442021,-0.39220986100585,0.028758801676377,16.5197187892562,90,0,0,0,0,0,10,0,0,0,0,0,10,40,40,10,0
"Dendroplex_picus",0.157218559844395,-0.265679377792673,-0.061385424598019,16.2309250103587,90,0,10,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"Dendrortyx_barbatus",1.87401069267617,0.306135037686204,0.474294889657617,11.3755635081112,0,0,0,0,0,0,50,0,40,10,0,0,60,30,10,0,0
"Deroptyus_accipitrinus",2.64555954649802,-1.38007045420496,0.0788550745190114,15.3983496519333,0,0,0,0,0,0,40,0,20,40,0,0,0,30,40,30,0
"Dicaeum_agile",-1.79316247928665,-0.100678419902047,0.0869226892224039,15.7961124722744,20,0,0,0,0,0,60,0,0,20,0,0,0,20,20,60,0
"Dicaeum_australe",-1.87128898805018,-0.165332225044237,0.150090896749903,13.4726945633018,0,0,0,0,0,0,50,50,0,0,0,0,0,30,60,10,0
"Dicaeum_bicolor",-1.99643896578313,-0.145687082533769,0.279807196188152,13.5071806916134,0,0,0,0,0,0,50,50,0,0,0,0,0,20,60,20,0
"Dicaeum_chrysorrheum",-1.76284709258768,-0.163184042440065,0.0903183504093004,15.4579206003006,30,0,0,0,0,0,40,30,0,0,0,0,0,30,40,30,0
"Dicaeum_concolor",-2.3165114527286,-0.182539266438121,0.237658909005303,15.819882688367,30,0,0,0,0,0,40,30,0,0,0,0,0,30,20,50,0
"Dicaeum_cruentatum",-2.22086985756125,-0.245590657107159,0.107463581849299,15.6949432519712,20,0,0,0,0,0,40,20,20,0,0,0,0,30,40,30,0
"Dicaeum_erythrorhynchos",-2.26654829795687,-0.105803859416452,0.176217374234417,14.9185799445645,0,0,0,0,0,0,30,60,0,10,0,0,0,20,20,60,0
"Dicaeum_hypoleucum",-2.02276856745086,-0.0924551120893277,0.169632316155048,13.3614690939456,30,0,0,0,0,0,40,30,0,0,0,0,0,30,40,30,0
"Dicaeum_ignipectus",-2.42416328480616,0.0128012123504195,0.173000599671306,15.7468067182643,20,0,0,0,0,0,40,40,0,0,0,0,0,0,30,70,0
"Dicaeum_melanoxanthum",-1.74412513928029,0.191050660913546,-0.13409186643633,14.6713893265262,70,0,0,0,0,0,10,10,0,10,0,0,0,0,20,60,20
"Dicaeum_pygmaeum",-2.52828536346624,-0.105217364975639,0.203418374115909,13.6491507727315,0,0,0,0,0,0,70,30,0,0,0,0,0,30,40,30,0
"Dicaeum_trigonostigma",-2.04338013411878,-0.305547066751214,0.182560799593672,15.3017599022518,10,0,0,0,0,0,30,30,20,10,0,0,0,30,40,30,0
"Dicrurus_adsimilis",0.417164570427053,-0.143892186127833,-0.347943748815291,16.6300668394331,70,0,0,10,0,0,0,20,0,0,0,0,20,20,20,20,20
"Dicrurus_aeneus",-0.0659614942375119,-0.319075673961761,-0.278229581016122,15.780527743425,90,0,0,0,0,0,0,10,0,0,0,0,0,0,40,40,20
"Dicrurus_annectans",0.842687780355576,-0.555256837320744,-0.427336953068197,15.3240449420556,100,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,30
"Dicrurus_balicassius",1.08476151854484,-0.494629129203564,-0.193546681064436,13.0131630557869,100,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,10
"Dicrurus_hottentottus",1.4070788400144,-0.550714761389937,-0.34395190183732,15.8609730978106,50,0,10,0,0,0,0,40,0,0,0,0,0,20,60,20,0
"Dicrurus_leucophaeus",0.558671656961882,-0.402668225716213,-0.409905876147915,15.9458350813985,80,10,10,0,0,0,0,0,0,0,0,0,0,0,40,30,30
"Dicrurus_macrocercus",0.666337179321159,-0.155691428882482,-0.377843473211606,15.9749916622762,40,10,10,0,0,10,0,20,10,0,0,0,0,0,33,33,33
"Dicrurus_remifer",0.402457054115098,-0.20456343625603,-0.247868200006602,15.1629834233508,90,0,0,0,0,0,0,10,0,0,0,0,0,20,30,30,20
"Diglossa_baritula",-1.74369803843511,0.193957348118325,-0.065386875558149,13.4186274203043,50,0,0,0,0,0,0,50,0,0,0,0,0,40,30,30,0
"Dinopium_benghalense",1.15394055284934,-0.428906048174807,0.0210779348879275,15.1662144430939,80,0,0,0,0,0,10,10,0,0,0,0,10,30,30,30,0
"Diopsittaca_nobilis",2.13028886850234,-1.40135243154154,0.0489688835529986,15.6542004748578,0,0,0,0,0,0,50,0,50,0,0,0,20,20,40,20,0
"Diuca_diuca",-0.170512957222085,-0.162633699526966,0.0505977137177475,14.717909322847,0,0,0,0,0,0,0,0,100,0,0,0,80,20,0,0,0
"Dives_dives",1.06663296326342,-0.135928512623363,-0.122851275840526,13.8955509282909,100,0,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0
"Donacobius_atricapilla",-0.0648806773424708,0.0560212625178743,-0.131623540479541,16.168978608953,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"Donacospiza_albifrons",-1.20457846654279,0.0705169809760711,0.0598189716370701,14.6607509328656,40,0,0,0,0,0,20,0,30,10,0,0,80,20,0,0,0
"Dromococcyx_pavoninus",0.47964952239989,0.259408480563034,-0.448878690693068,15.2760808937184,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"Dromococcyx_phasianellus",0.973826557063453,0.578369568237003,-0.437431858097501,16.2691184107685,90,0,10,0,0,0,0,0,0,0,0,0,50,30,20,0,0
"Drymophila_ferruginea",-1.33942751396574,-0.18520289132152,-0.102006808280159,13.6343357045732,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"Drymophila_malura",-1.31372168611031,0.289279361264514,-0.158022529954697,13.8839901166233,100,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"Drymophila_squamata",-1.40208727636708,-0.0986634191227911,-0.0740948337018366,13.5239877872439,100,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"Dryocopus_javensis",2.65218514156302,-0.610407315444233,-0.177261996224322,15.5608685506224,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"Dryocopus_lineatus",1.8462356422395,-0.358737910659907,-0.00605716410515389,16.6097118220233,80,0,0,0,0,0,10,0,10,0,0,0,20,20,60,0,0
"Dryocopus_martius",2.77544992702268,-0.583448029054019,-0.132209880374705,17.0240231695253,100,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"Dryocopus_pileatus",2.48956252894701,-0.487041410041926,-0.0505669867608366,15.9035327068411,70,0,0,0,0,0,20,0,10,0,0,0,20,30,30,20,0
